mlbam,fg_id,name,group,pos,proj_pos,act_pos,proj,actual,proj_pt,actual_pt
665120,,Jared Walsh,H,1B,1B,1B,477.3,827.1,390.7,585.0
641816,,Tyler Mahle,P,SP,SP,SP,534.0,824.0,143.8,180.0
607074,,Carlos Rodón,P,SP,SP,SP,381.0,823.2,116.2,132.7
622491,,Luis Castillo,P,SP,SP,SP,924.0,822.4,186.8,187.7
502043,,Kyle Gibson,P,SP,SP,SP,566.7,820.9,174.5,182.0
608336,,Joey Gallo,H,1B/OF,1B/OF,1B/OF,837.5,819.4,638.0,616.0
605135,,Chris Bassitt,P,SP,SP,SP,633.0,817.6,175.9,157.3
592178,,Kris Bryant,H,3B/OF,3B/OF,3B/OF,863.6,814.2,651.0,586.0
543101,,Anthony DeSclafani,P,SP,SP,SP,560.6,812.4,144.5,167.7
608385,,Jesse Winker,H,OF,OF,OF,664.2,811.4,472.2,485.0
668227,,Randy Arozarena,H,OF,OF,OF,827.6,800.9,606.8,604.0
516782,,Starling Marte,H,OF,OF,OF,773.1,796.5,638.8,526.0
593160,,Whit Merrifield,H,1B/2B/OF,1B/2B/OF,1B/2B/OF,804.2,796.1,691.1,720.0
443558,,Nelson Cruz,H,Util,Util,Util,811.3,795.7,580.5,584.0
608566,,Germán Márquez,P,SP,SP,SP,750.0,792.7,192.1,180.0
640455,,Sean Manaea,P,SP,SP,SP,589.4,792.2,161.4,179.3
600869,,Jeimer Candelario,H,1B/3B,1B/3B,1B/3B,748.4,784.9,628.2,626.0
663993,,Nathaniel Lowe,H,1B,1B,1B,541.0,783.3,412.8,642.0
605141,,Mookie Betts,H,OF,OF,OF,1043.7,782.2,685.4,550.0
596115,,Trevor Story,H,SS,SS,SS,1013.4,779.1,672.5,595.0
570731,,Jonathan Schoop,H,2B/SS,2B/SS,2B/SS,621.8,778.1,544.4,674.0
621020,,Dansby Swanson,H,SS,SS,SS,730.9,770.2,641.5,653.0
506433,,Yu Darvish,P,SP,SP,SP,989.7,769.7,189.3,166.3
624428,,Adam Frazier,H,2B/OF,2B/OF,2B/OF,639.3,767.5,593.1,639.0
660162,,Yoán Moncada,H,2B/3B,2B/3B,2B/3B,782.1,762.3,650.3,616.0
605137,,Josh Bell,H,1B,1B,1B,793.9,760.1,583.3,568.0
656941,,Kyle Schwarber,H,OF,OF,OF,710.0,759.6,503.6,471.0
594798,,Jacob deGrom,P,SP,SP,SP,1215.7,759.0,200.5,92.0
592669,,Hunter Renfroe,H,OF,OF,OF,571.7,753.4,466.6,572.0
500871,,Eduardo Escobar,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,685.3,745.4,607.3,599.0
595879,,Javier Báez,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,778.5,741.0,646.0,547.0
642715,,Willy Adames,H,2B/SS,2B/SS,2B/SS,586.1,733.8,525.9,555.0
621035,,Chris Taylor,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,535.0,733.6,478.8,582.0
623167,,Chris Flexen,P,SP,SP,SP,392.7,732.8,96.6,179.7
657077,,Alex Verdugo,H,OF,OF,OF,746.3,732.4,587.7,604.0
641857,,Ryan McMahon,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,655.6,731.9,552.3,596.0
518626,,Josh Donaldson,H,3B,3B,3B,804.5,729.6,591.4,543.0
592192,,Mark Canha,H,1B/OF,1B/OF,1B/OF,715.6,728.6,586.8,625.0
641313,,Tim Anderson,H,SS,SS,SS,793.4,724.7,663.7,551.0
572122,,Kyle Seager,H,3B,3B,3B,703.1,724.5,613.5,670.0
571771,,Enrique Hernández,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,479.5,721.7,398.8,585.0
669257,,Will Smith,H,C,C,C,425.5,720.4,344.2,501.0
641820,,Trey Mancini,H,1B/OF,1B/OF,1B/OF,727.0,715.0,582.4,616.0
519203,,Anthony Rizzo,H,1B,1B,1B,956.4,714.2,663.2,576.0
669242,,Tommy Edman,H,2B/3B/OF,2B/3B/OF,2B/3B/OF,599.1,714.2,555.6,691.0
666969,,Adolis García,H,OF,OF,OF,86.9,714.2,105.5,622.0
649966,,Luis Urías,H,2B/SS,2B/SS,2B/SS,524.9,713.3,481.8,570.0
457705,,Andrew McCutchen,H,OF,OF,OF,763.5,709.9,613.3,574.0
593958,,Eduardo Rodriguez,P,SP,SP,SP,630.9,708.8,165.2,157.7
640457,,Austin Meadows,H,OF,OF,OF,632.4,708.8,521.9,591.0
656756,,Jordan Montgomery,P,SP,SP,SP,491.4,705.6,134.5,157.3
518934,,DJ LeMahieu,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,881.1,701.3,682.5,679.0
516416,,Jean Segura,H,SS,SS,SS,690.5,700.1,589.1,567.0
641487,,J.P. Crawford,H,3B/SS,3B/SS,3B/SS,695.2,697.2,670.9,687.0
541645,,Avisaíl García,H,OF,OF,OF,342.1,692.4,309.6,515.0
594807,,Adam Duvall,H,1B/OF,1B/OF,1B/OF,558.9,686.6,489.9,555.0
457763,,Buster Posey,H,1B/C,1B/C,1B/C,422.5,683.9,421.9,454.0
453568,,Charlie Blackmon,H,OF,OF,OF,833.1,682.6,609.2,582.0
547943,,Hyun Jin Ryu,P,SP,SP,SP,676.0,682.4,178.9,169.0
624585,,Jorge Soler,H,OF,OF,OF,804.6,679.1,615.6,602.0
592663,,J.T. Realmuto,H,1B/C,1B/C,1B/C,674.4,672.4,539.0,537.0
622072,,Alex Wood,P,SP,SP,SP,475.8,667.9,116.2,138.7
664702,,Myles Straw,H,OF/SS,OF/SS,OF/SS,504.0,667.4,529.9,638.0
606149,,Giovanny Gallegos,P,RP,RP,RP,371.4,666.1,63.0,80.3
624133,,Ranger Suarez,P,SP,RP,SP,149.0,665.4,42.2,106.0
521230,,Liam Hendriks,P,RP,RP,RP,524.9,665.1,68.0,71.0
477132,,Clayton Kershaw,P,SP,SP,SP,822.5,664.0,175.1,121.7
474832,,Brandon Belt,H,1B/OF,1B/OF,1B/OF,682.4,663.1,532.6,381.0
614177,,Franmil Reyes,H,OF,OF,OF,856.6,661.0,630.8,466.0
656305,,Matt Chapman,H,3B,3B,3B,895.5,659.1,662.9,622.0
666971,,Lourdes Gurriel Jr.,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,738.3,658.3,577.2,541.0
572041,,AJ Pollock,H,OF,OF,OF,626.8,658.1,534.2,422.0
489119,,Wade Miley,P,SP,SP,SP,435.3,656.5,138.3,163.0
642708,,Amed Rosario,H,SS,SS,SS,494.7,654.8,442.1,588.0
593934,,Miguel Sanó,H,1B/3B,1B/3B,1B/3B,801.5,653.6,618.9,532.0
615698,,Cal Quantrill,P,SP,SP,SP,400.7,653.3,123.6,149.7
660670,,Ronald Acuña Jr.,H,OF,OF,OF,1120.0,649.3,683.1,360.0
670032,,Nicky Lopez,H,2B/SS,2B/SS,2B/SS,272.8,649.3,287.1,565.0
448179,,Rich Hill,P,SP,SP,SP,365.7,646.6,105.7,158.7
656555,,Rhys Hoskins,H,1B/OF,1B/OF,1B/OF,852.3,642.6,601.9,443.0
608369,,Corey Seager,H,SS,SS,SS,1002.7,641.2,640.8,409.0
573262,,Mike Yastrzemski,H,OF,OF,OF,749.2,640.9,659.3,532.0
488726,,Michael Brantley,H,OF,OF,OF,785.6,640.9,606.5,508.0
601713,,Nick Pivetta,P,SP,SP,SP,326.1,640.6,110.8,155.0
622608,,Antonio Senzatela,P,SP,SP,SP,404.2,635.9,171.3,156.7
664023,,Ian Happ,H,2B/3B/OF,2B/3B/OF,2B/3B/OF,779.7,634.2,608.1,535.0
643396,,Isiah Kiner-Falefa,H,2B/3B/C,2B/3B/C,2B/3B/C,588.7,634.0,597.3,677.0
514917,,César Hernández,H,2B,2B,2B,621.1,630.0,567.0,637.0
623352,,Josh Hader,P,RP,RP,RP,516.1,628.2,66.0,58.7
669720,,Austin Hays,H,OF,OF,OF,523.3,627.2,474.0,529.0
608344,,Cole Irvin,P,SP,RP,SP,156.4,626.8,48.5,178.3
542583,,Jesús Aguilar,H,1B,1B,1B,616.9,626.7,503.8,510.0
592836,,Taijuan Walker,P,SP,SP,SP,520.2,626.0,145.4,159.0
668942,,Josh Rojas,H,OF,OF,OF,290.5,626.0,272.4,550.0
571927,,Steven Matz,P,SP,SP,SP,437.0,623.7,131.9,150.7
643217,,Andrew Benintendi,H,OF,OF,OF,672.5,622.1,572.9,538.0
543281,,Josh Harrison,H,2B,2B,2B,246.8,617.0,264.7,558.0
605483,,Blake Snell,P,SP,SP,SP,767.1,616.7,150.8,128.7
445276,,Kenley Jansen,P,RP,RP,RP,434.1,615.8,63.0,69.0
502054,,Tommy Pham,H,OF,OF,OF,772.2,613.2,579.7,561.0
542881,,Tyler Anderson,P,SP,SP,SP,448.6,612.7,151.9,167.0
518876,,Merrill Kelly,P,SP,SP,SP,537.0,612.1,155.9,158.0
543333,,Eric Hosmer,H,1B,1B,1B,735.0,609.5,635.7,565.0
543939,,Kolten Wong,H,2B,2B,2B,622.1,609.2,564.1,492.0
501985,,Mike Minor,P,SP,SP,SP,611.6,608.7,177.7,158.7
518735,,Yasmani Grandal,H,1B/C,1B/C,1B/C,705.0,608.5,556.7,375.0
664285,,Framber Valdez,P,SP,SP,SP,425.2,605.9,92.7,134.7
467793,,Carlos Santana,H,1B/3B,1B/3B,1B/3B,800.4,605.5,634.0,659.0
543243,,Sonny Gray,P,SP,SP,SP,692.7,604.8,158.5,135.3
595014,,Blake Treinen,P,RP,RP,RP,399.6,603.2,67.0,72.3
650490,,Yandy Díaz,H,1B/3B,1B/3B,1B/3B,580.4,602.4,482.2,541.0
661403,,Emmanuel Clase,P,RP,RP,RP,367.1,602.3,60.0,69.7
553993,,Eugenio Suárez,H,3B,3B,3B,872.5,602.3,655.0,574.0
425844,,Zack Greinke,P,SP,SP,SP,680.1,600.0,190.6,171.0
592351,,Jon Gray,P,SP,SP,SP,466.7,596.3,158.6,149.0
663757,,Trent Grisham,H,OF,OF,OF,759.3,595.2,603.5,527.0
571976,,Wil Myers,H,3B/OF,3B/OF,3B/OF,703.9,594.8,584.6,500.0
605288,,Adrian Houser,P,SP,SP,SP,503.1,589.9,134.2,142.3
606466,,Ketel Marte,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,897.6,589.0,669.9,374.0
575929,,Willson Contreras,H,C,C,C,540.4,587.5,429.7,483.0
643511,,Tyler Rogers,P,RP,RP,RP,341.2,586.5,63.0,81.0
628452,,Raisel Iglesias,P,RP,RP,RP,445.8,581.9,64.0,70.0
596019,,Francisco Lindor,H,SS,SS,SS,945.2,578.7,681.7,524.0
579328,,Yusei Kikuchi,P,SP,SP,SP,600.0,577.7,157.5,157.0
444482,,David Peralta,H,OF,OF,OF,652.3,574.4,552.7,538.0
605130,,Scott Barlow,P,RP,RP,RP,354.3,570.3,65.0,74.3
500743,,Miguel Rojas,H,1B/2B/3B/SS,1B/2B/3B/SS,1B/2B/3B/SS,563.4,569.6,537.4,539.0
607644,,John Means,P,SP,SP,SP,491.1,569.3,160.2,146.7
571657,,Kyle Farmer,H,1B/2B/3B/C,1B/2B/3B/C,1B/2B/3B/C,147.4,569.2,163.5,529.0
542340,,Jonathan Villar,H,2B/SS,2B/SS,2B/SS,276.9,565.6,264.4,505.0
592791,,Jameson Taillon,P,SP,SP,SP,441.7,564.9,129.7,144.3
621242,,Edwin Díaz,P,RP,RP,RP,556.4,557.0,63.0,62.7
519151,,Ryan Pressly,P,RP,RP,RP,469.4,554.0,63.0,64.0
518886,,Craig Kimbrel,P,RP,RP,RP,500.8,553.1,65.0,59.7
621563,,Joey Wendle,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,357.5,551.7,370.0,501.0
607192,,Tyler Glasnow,P,SP,SP,SP,790.1,550.2,163.0,88.0
641778,,Eric Lauer,P,SP,SP,SP,205.9,549.9,60.6,118.7
643338,,Chad Green,P,RP,RP,RP,358.2,547.7,64.0,83.7
572287,,Mike Zunino,H,C,C,C,292.6,546.7,333.2,375.0
606132,,Raimel Tapia,H,OF,OF,OF,605.6,545.2,550.2,533.0
545341,,Randal Grichuk,H,OF,OF,OF,488.3,544.4,402.9,545.0
642232,,Ryan Yarbrough,P,SP,SP,SP,500.3,541.7,163.2,155.0
596146,,Max Kepler,H,OF,OF,OF,844.3,539.3,653.9,490.0
543807,,George Springer,H,OF,OF,OF,958.3,538.8,660.9,342.0
527038,,Wilmer Flores,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,305.4,537.4,240.0,436.0
518516,,Madison Bumgarner,P,SP,SP,SP,496.3,537.3,175.9,146.3
476704,,Jed Lowrie,H,2B/3B,2B/3B,2B/3B,297.0,536.0,304.5,512.0
592885,,Christian Yelich,H,OF,OF,OF,1055.4,534.2,669.9,475.0
545333,,Trevor Bauer,P,SP,SP,SP,931.2,532.4,195.3,107.7
543294,,Kyle Hendricks,P,SP,SP,SP,696.6,529.1,182.7,181.0
408234,,Miguel Cabrera,H,1B,1B,1B,740.1,528.0,603.0,526.0
663898,,Brendan Rodgers,H,2B,2B,2B,462.9,526.0,391.1,415.0
624424,,Michael Conforto,H,OF,OF,OF,902.1,524.9,648.4,479.0
641154,,Pablo López,P,SP,SP,SP,691.5,524.0,159.9,102.7
453343,,Mark Melancon,P,RP,RP,RP,339.3,523.9,62.0,64.7
607043,,Brandon Nimmo,H,OF,OF,OF,662.5,523.9,523.8,386.0
664058,,David Fletcher,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,691.9,522.7,654.2,665.0
592626,,Joc Pederson,H,1B/OF,1B/OF,1B/OF,746.6,520.0,544.7,481.0
605177,,Andrew Chafin,P,RP,RP,RP,338.7,519.9,62.0,68.7
669456,,Shane Bieber,P,SP,SP,SP,1034.9,518.6,194.6,96.7
650402,,Gleyber Torres,H,2B/SS,2B/SS,2B/SS,906.5,518.6,625.1,516.0
642528,,Jonathan Loáisiga,P,RP,RP,RP,338.3,518.4,64.0,70.7
650333,,Luis Arraez,H,2B/3B/OF,2B/3B/OF,2B/3B/OF,643.1,513.1,524.6,479.0
641531,,Hunter Dozier,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,696.6,512.2,621.6,543.0
578428,,Jose Iglesias,H,SS,SS,SS,555.2,509.8,539.0,511.0
459429,,Jake McGee,P,RP,RP,RP,407.0,508.0,63.0,59.7
643393,,Tony Kemp,H,2B/OF,2B/OF,2B/OF,307.7,507.5,313.3,397.0
664056,,Harrison Bader,H,OF,OF,OF,459.5,500.7,437.1,401.0
519293,,Will Smith,P,RP,RP,RP,415.9,500.5,64.0,68.0
605447,,Jordan Romano,P,RP,RP,RP,365.6,500.5,60.0,63.0
668678,,Zac Gallen,P,SP,SP,SP,575.9,499.4,129.6,121.3
553882,,Omar Narváez,H,C,C,C,278.6,496.8,270.7,445.0
502171,,Alex Cobb,P,SP,SP,SP,446.4,496.2,143.8,93.3
642152,,Lou Trivino III,P,RP,RP,RP,280.1,494.8,62.0,73.7
668676,,Zach Plesac,P,SP,SP,SP,534.2,493.6,168.1,142.7
572193,,Ryan Tepera,P,RP,RP,RP,280.4,490.7,56.0,61.3
621052,,Alex Reyes,P,RP,RP,RP,399.7,490.0,62.0,72.3
650893,,Génesis Cabrera,P,RP,RP,RP,282.9,488.9,50.0,70.0
608324,,Alex Bregman,H,3B/SS,3B/SS,3B/SS,1025.7,486.4,659.8,400.0
621439,,Byron Buxton,H,OF,OF,OF,690.8,484.8,531.0,254.0
596142,,Gary Sánchez,H,C,C,C,519.5,484.4,419.5,440.0
544725,,Leury García,H,OF/SS,OF/SS,OF/SS,336.9,481.0,371.2,474.0
571670,,Dylan Floro,P,RP,RP,RP,338.0,479.2,64.0,64.0
669256,,Nick Solak,H,3B,3B,3B,669.0,476.9,577.1,511.0
640470,,Adbert Alzolay,P,SP,SP,SP,427.1,475.2,113.1,125.7
664353,,José Urquidy,P,SP,SP,SP,438.8,473.5,137.6,107.0
552640,,Andrew Kittredge,P,RP,RP,RP,240.0,469.2,46.0,71.7
570482,,Gio Urshela,H,3B,3B,3B,657.2,467.3,579.3,442.0
592696,,Eddie Rosario,H,OF,OF,OF,733.0,467.1,553.7,412.0
669221,,Sean Murphy,H,C,C,C,446.4,465.5,372.5,448.0
543543,,Brad Miller,H,1B/2B/3B/OF,1B/2B/3B/OF,1B/2B/3B/OF,241.5,463.9,210.1,377.0
572191,,Michael A. Taylor,H,OF,OF,OF,269.2,463.7,276.0,528.0
543475,,Jordan Lyles,P,SP,SP,SP,340.7,463.2,137.7,180.0
623993,,Anthony Santander,H,OF,OF,OF,801.8,461.7,645.6,438.0
641658,,Garrett Hampson,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,284.7,459.8,282.0,494.0
622534,,Manuel Margot,H,OF,OF,OF,476.6,457.8,431.8,464.0
608716,,Drew Steckenrider,P,RP,RP,RP,161.0,455.0,38.0,67.7
458731,,Brett Gardner,H,OF,OF,OF,264.7,454.4,245.9,461.0
594835,,Marco Gonzales,P,SP,SP,SP,586.0,454.0,180.1,143.3
656629,,Michael Kopech,P,RP,SP,RP,454.8,453.0,109.2,69.3
593576,,Héctor Neris,P,RP,RP,RP,395.9,451.5,65.0,74.3
592426,,Luke Jackson,P,RP,RP,RP,246.4,451.3,50.0,63.7
502202,,Brad Boxberger,P,RP,RP,RP,183.6,450.7,44.0,64.7
657656,,Ramón Laureano,H,OF,OF,OF,714.3,450.1,621.4,378.0
553869,,Elias Díaz,H,C,C,C,364.9,449.9,334.3,371.0
642086,,Dominic Smith,H,1B/OF,1B/OF,1B/OF,629.3,449.8,529.7,493.0
650644,,Aaron Civale,P,SP,SP,SP,505.2,449.4,154.1,124.3
663978,,Chris Paddack,P,SP,SP,SP,545.0,447.2,124.7,108.3
543521,,Collin McHugh,P,SP,RP,SP,334.7,446.9,69.1,64.0
622251,,Josh Staumont,P,RP,RP,RP,362.0,446.3,63.0,65.7
670280,,David Bednar,P,RP,RP,RP,295.1,444.4,58.0,60.7
608379,,Michael Wacha,P,SP,SP,SP,422.1,441.4,130.1,124.7
543877,,Christian Vázquez,H,1B/C,1B/C,1B/C,442.5,440.6,417.9,498.0
572233,,Christian Walker,H,1B,1B,1B,684.2,440.2,562.6,445.0
489334,,Craig Stammen,P,RP,RP,RP,212.2,439.4,46.0,88.3
547973,,Aroldis Chapman,P,RP,RP,RP,527.1,437.6,63.0,56.3
621107,,Zach Eflin,P,SP,SP,SP,602.4,436.8,167.9,105.7
596295,,Austin Gomber,P,SP,SP,SP,386.6,436.3,134.1,115.3
642207,,Devin Williams,P,RP,RP,RP,396.2,435.5,65.0,54.0
607732,,Jacob Stallings,H,C,C,C,355.9,433.1,371.8,427.0
571901,,Aaron Loup,P,RP,RP,RP,275.7,432.8,52.0,56.7
425877,,Yadier Molina,H,C,C,C,392.5,432.8,388.5,473.0
608717,,Chris Stratton,P,RP,RP,RP,318.3,432.4,64.0,79.3
607200,,Erick Fedde,P,SP,SP,SP,259.4,429.4,83.1,133.3
456501,,Johnny Cueto,P,SP,SP,SP,634.7,427.8,174.5,114.7
605452,,Joe Ross,P,SP,SP,SP,378.1,427.3,127.5,108.0
605242,,Michael Fulmer,P,RP,SP,RP,356.5,427.0,111.8,69.7
592325,,Ben Gamel,H,OF,OF,OF,246.7,425.8,244.1,400.0
570663,,Hansel Robles,P,RP,RP,RP,229.3,425.4,54.0,69.0
650895,,Diego Castillo,P,RP,RP,RP,406.0,425.0,65.0,58.3
572070,,Garrett Richards,P,SP,SP,SP,453.2,424.8,130.4,136.7
571760,,Andrew Heaney,P,SP,SP,SP,655.1,423.8,171.7,129.7
628317,,Kenta Maeda,P,SP,SP,SP,679.1,423.5,171.6,106.3
642121,,Cole Sulser,P,RP,RP,RP,245.4,423.4,56.0,63.3
608648,,Tyler Duffey,P,RP,RP,RP,331.1,422.3,62.0,62.3
592773,,Ryne Stanek,P,RP,RP,RP,223.5,421.7,48.0,68.3
598264,,Matt Barnes,P,RP,RP,RP,458.8,421.5,65.0,54.7
462101,,Elvis Andrus,H,SS,SS,SS,604.8,420.9,608.3,541.0
608665,,Kendall Graveman,P,RP,RP,RP,300.7,418.5,63.0,56.0
660623,,Huascar Ynoa,P,SP,RP,SP,133.3,416.6,35.3,91.0
607481,,Aaron Bummer,P,RP,RP,RP,363.1,415.8,62.0,56.3
608348,,Carson Kelly,H,C,C,C,391.0,414.6,352.6,359.0
493603,,Adam Ottavino,P,RP,RP,RP,343.1,413.3,66.0,62.0
643256,,Adam Cimber,P,RP,RP,RP,222.7,413.1,53.0,71.7
571578,,Patrick Corbin,P,SP,SP,SP,791.2,413.0,190.4,171.7
642397,,Gregory Soto,P,RP,RP,RP,357.8,412.4,65.0,63.7
501381,,Michael Pineda,P,SP,SP,SP,546.1,410.6,159.4,109.3
620443,,Luis Torrens,H,Util,Util,Util,285.0,410.2,274.2,378.0
594577,,Mike Mayers,P,RP,RP,RP,303.9,410.1,63.0,75.0
600474,,Pedro Severino,H,C,C,C,266.2,408.0,254.4,419.0
643446,,Jeff McNeil,H,2B/3B/OF,2B/3B/OF,2B/3B/OF,859.6,406.5,664.6,426.0
595281,,Kevin Kiermaier,H,OF,OF,OF,482.2,405.7,489.9,390.0
607231,,John Gant,P,SP,SP,SP,315.4,405.0,89.8,110.0
641302,,Tyler Alexander,P,SP,RP,SP,136.0,404.5,36.0,106.3
520471,,Freddy Galvis,H,2B/SS,2B/SS,2B/SS,490.3,404.3,527.5,394.0
593334,,Domingo Germán,P,SP,SP,SP,508.4,404.2,146.5,98.3
592761,,Caleb Smith,P,SP,SP,SP,424.6,402.3,131.7,113.7
663776,,Patrick Sandoval,P,SP,RP,SP,127.1,402.1,31.4,87.0
543228,,Yan Gomes,H,C,C,C,308.7,399.6,300.0,375.0
593144,,Richard Rodríguez,P,RP,RP,RP,402.7,397.7,65.0,64.3
606424,,Jarlín García,P,RP,RP,RP,255.6,397.6,55.0,68.7
543606,,Jake Odorizzi,P,SP,SP,SP,538.9,396.5,146.3,104.7
