mlbam,fg_id,name,group,pos,proj_pos,act_pos,proj,actual,proj_pt,actual_pt
519242,,Chris Sale,P,SP,SP,SP,1034.8,1324.9,213.3,214.3
458015,,Joey Votto,H,1B,1B,1B,972.7,1318.8,631.2,707.0
453568,,Charlie Blackmon,H,OF,OF,OF,836.5,1301.5,646.1,725.0
592450,,Aaron Judge,H,OF,OF,OF,467.8,1297.8,392.0,678.0
446372,,Corey Kluber,P,SP,SP,SP,1041.8,1289.2,211.2,203.7
519317,,Giancarlo Stanton,H,OF,OF,OF,818.3,1265.4,513.3,692.0
453286,,Max Scherzer,P,SP,SP,SP,1103.3,1224.7,202.5,200.7
514888,,Jose Altuve,H,2B,2B,2B,896.2,1158.9,655.2,662.0
502671,,Paul Goldschmidt,H,1B,1B,1B,980.3,1151.9,630.5,665.0
571448,,Nolan Arenado,H,3B,3B,3B,964.2,1151.7,636.9,680.0
608070,,José Ramírez,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,665.6,1109.1,566.8,645.0
592178,,Kris Bryant,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,947.5,1093.1,638.7,665.0
542303,,Marcell Ozuna,H,OF,OF,OF,683.7,1088.3,560.1,679.0
622663,,Luis Severino,P,SP,SP,SP,419.4,1071.4,105.6,193.3
519203,,Anthony Rizzo,H,1B,1B,1B,972.9,1065.1,630.3,691.0
547989,,José Abreu,H,1B,1B,1B,830.5,1062.2,616.4,675.0
471911,,Carlos Carrasco,P,SP,SP,SP,915.3,1055.9,186.1,200.0
544931,,Stephen Strasburg,P,SP,SP,SP,932.9,1043.0,176.7,175.3
425844,,Zack Greinke,P,SP,SP,SP,786.9,1037.6,185.5,202.3
443558,,Nelson Cruz,H,OF,OF,OF,820.3,1032.9,601.1,645.0
545361,,Mike Trout,H,OF,OF,OF,1132.5,1020.2,640.6,507.0
596019,,Francisco Lindor,H,SS,SS,SS,778.3,1018.5,642.7,723.0
572821,,Brian Dozier,H,2B,2B,2B,791.0,1016.4,646.8,705.0
543333,,Eric Hosmer,H,1B,1B,1B,795.3,1009.4,626.7,671.0
429665,,Edwin Encarnación,H,1B,1B,1B,782.5,998.5,572.4,669.0
457708,,Justin Upton,H,OF,OF,OF,786.8,994.4,601.1,635.0
543685,,Anthony Rendon,H,2B/3B,2B/3B,2B/3B,748.7,989.1,586.7,605.0
502110,,J.D. Martinez,H,OF,OF,OF,750.9,983.7,563.2,489.0
477132,,Clayton Kershaw,P,SP,SP,SP,1266.1,972.5,207.1,175.0
594798,,Jacob deGrom,P,SP,SP,SP,846.7,972.5,180.3,201.3
434378,,Justin Verlander,P,SP,SP,SP,969.0,960.3,207.9,206.0
502517,,Daniel Murphy,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,784.9,959.0,568.0,593.0
502042,,Chris Archer,P,SP,SP,SP,978.5,956.5,198.5,201.0
475253,,Justin Smoak,H,1B,1B,1B,365.6,954.8,345.4,637.0
501981,,Khris Davis,H,OF,OF,OF,743.4,953.7,596.8,652.0
605141,,Mookie Betts,H,OF,OF,OF,968.2,950.0,642.6,712.0
475582,,Ryan Zimmerman,H,1B,1B,1B,490.8,943.4,412.9,576.0
570731,,Jonathan Schoop,H,2B,2B,2B,625.3,939.4,556.2,675.0
543807,,George Springer,H,OF,OF,OF,829.7,938.6,627.8,629.0
461829,,Gio Gonzalez,P,SP,SP,SP,724.2,936.3,164.9,201.0
502188,,Jeff Samardzija,P,SP,SP,SP,818.5,933.3,192.3,207.7
457705,,Andrew McCutchen,H,OF,OF,OF,874.5,919.9,626.0,650.0
592885,,Christian Yelich,H,OF,OF,OF,843.1,917.8,626.9,695.0
593372,,Carlos Martinez,P,SP,SP,SP,914.7,916.5,199.1,205.0
570267,,Domingo Santana,H,OF,OF,OF,649.7,913.0,520.0,607.0
518692,,Freddie Freeman,H,1B,1B,1B,925.9,909.3,638.7,514.0
462101,,Elvis Andrus,H,SS,SS,SS,578.0,907.5,547.0,689.0
457759,,Justin Turner,H,1B/3B,1B/3B,1B/3B,728.6,900.9,572.8,543.0
