mlbam,fg_id,name,group,pos,proj_pos,act_pos,proj,actual,proj_pt,actual_pt
593160,,Whit Merrifield,H,2B/OF,2B/OF,2B/OF,744.1,958.9,660.0,735.0
500871,,Eduardo Escobar,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,673.3,957.4,610.9,699.0
592206,,Nick Castellanos,H,3B/OF,3B/OF,3B/OF,837.5,957.1,637.6,664.0
596019,,Francisco Lindor,H,SS,SS,SS,943.4,957.0,647.4,654.0
543243,,Sonny Gray,P,SP,SP,SP,649.1,956.2,154.3,175.3
640457,,Austin Meadows,H,OF,OF,OF,592.9,952.8,514.7,591.0
547989,,José Abreu,H,1B,1B,1B,849.3,945.3,614.2,693.0
608337,,Lucas Giolito,P,SP,SP,SP,355.6,944.5,135.9,176.7
656305,,Matt Chapman,H,3B,3B,3B,789.5,940.0,626.3,670.0
542340,,Jonathan Villar,H,2B/SS,2B/SS,2B/SS,732.1,939.2,675.5,714.0
488726,,Michael Brantley,H,OF,OF,OF,702.9,935.7,564.8,637.0
624424,,Michael Conforto,H,OF,OF,OF,771.0,930.3,601.1,648.0
656555,,Rhys Hoskins,H,1B/OF,1B/OF,1B/OF,910.9,928.4,638.6,705.0
493329,,Yuli Gurriel,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,559.6,922.7,484.2,612.0
518516,,Madison Bumgarner,P,SP,SP,SP,838.9,918.1,202.6,207.7
425783,,Shin-Soo Choo,H,OF,OF,OF,776.0,912.0,646.1,660.0
502671,,Paul Goldschmidt,H,1B,1B,1B,954.5,911.7,645.6,682.0
502054,,Tommy Pham,H,OF,OF,OF,748.7,899.8,602.8,654.0
554430,,Zack Wheeler,P,SP,SP,SP,709.3,899.3,161.1,195.3
592789,,Noah Syndergaard,P,SP,SP,SP,871.4,899.1,176.2,197.7
660162,,Yoán Moncada,H,2B,2B,2B,668.6,895.3,618.7,559.0
650402,,Gleyber Torres,H,2B/SS,2B/SS,2B/SS,667.4,894.7,556.7,604.0
571970,,Max Muncy,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,660.9,893.5,546.4,589.0
605400,,Aaron Nola,P,SP,SP,SP,928.7,892.6,193.8,202.3
518735,,Yasmani Grandal,H,C,C,C,628.2,891.3,496.3,632.0
643446,,Jeff McNeil,H,2B,2B,2B,550.4,890.0,484.8,567.0
656941,,Kyle Schwarber,H,OF,OF,OF,752.6,889.0,550.4,610.0
545333,,Trevor Bauer,P,SP,SP,SP,884.8,882.6,185.2,213.0
593958,,Eduardo Rodriguez,P,SP,SP,SP,493.9,882.5,117.5,203.3
621244,,José Berríos,P,SP,SP,SP,768.1,868.3,193.1,200.3
647336,,Michael Soroka,P,SP,SP,SP,215.1,862.5,54.8,174.7
501985,,Mike Minor,P,SP,SP,SP,639.6,853.7,175.4,208.3
641531,,Hunter Dozier,H,1B/3B,1B/3B,1B/3B,368.9,852.3,387.4,586.0
607208,,Trea Turner,H,SS,SS,SS,864.6,851.9,657.6,569.0
514888,,Jose Altuve,H,2B,2B,2B,883.8,850.6,643.7,548.0
477132,,Clayton Kershaw,P,SP,SP,SP,694.1,847.3,144.0,178.3
516782,,Starling Marte,H,OF,OF,OF,760.7,845.4,610.5,586.0
621566,,Matt Olson,H,1B/OF,1B/OF,1B/OF,770.0,842.2,596.7,547.0
592518,,Manny Machado,H,3B/SS,3B/SS,3B/SS,922.5,840.2,636.4,661.0
596146,,Max Kepler,H,OF,OF,OF,722.7,838.3,596.4,596.0
594809,,Adam Eaton,H,OF,OF,OF,663.8,826.3,547.4,656.0
519058,,Mike Moustakas,H,3B,3B,3B,749.9,826.2,569.6,584.0
572233,,Christian Walker,H,Util,Util,Util,161.4,823.3,151.2,603.0
457759,,Justin Turner,H,3B,3B,3B,816.1,821.6,588.4,549.0
543294,,Kyle Hendricks,P,SP,SP,SP,703.4,816.3,176.5,177.0
506433,,Yu Darvish,P,SP,SP,SP,661.3,809.2,138.6,178.7
573186,,Marcus Stroman,P,SP,SP,SP,672.3,807.9,176.6,184.3
543606,,Jake Odorizzi,P,SP,SP,SP,494.5,803.4,160.5,159.0
594777,,Kole Calhoun,H,OF,OF,OF,661.0,800.6,605.1,632.0
592663,,J.T. Realmuto,H,1B/C,1B/C,1B/C,655.9,799.6,533.5,593.0
595879,,Javier Báez,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,813.6,794.3,626.8,561.0
657557,,Paul DeJong,H,2B/SS,2B/SS,2B/SS,641.8,784.3,546.8,664.0
594835,,Marco Gonzales,P,SP,SP,SP,641.4,781.3,180.2,203.0
605182,,Mike Clevinger,P,SP,SP,SP,722.2,780.8,169.9,126.0
592192,,Mark Canha,H,1B/OF,1B/OF,1B/OF,213.1,780.2,196.4,497.0
628317,,Kenta Maeda,P,SP,SP,SP,539.1,774.1,124.7,153.7
641313,,Tim Anderson,H,SS,SS,SS,613.6,771.5,620.1,518.0
624577,,Yasiel Puig,H,OF,OF,OF,815.8,770.3,571.6,611.0
592626,,Joc Pederson,H,OF,OF,OF,658.8,764.2,472.6,514.0
592696,,Eddie Rosario,H,OF,OF,OF,757.4,762.6,611.4,590.0
519242,,Chris Sale,P,SP,SP,SP,1113.0,761.3,183.9,147.3
458731,,Brett Gardner,H,OF,OF,OF,444.7,757.7,418.5,550.0
642708,,Amed Rosario,H,SS,SS,SS,560.0,753.2,562.9,655.0
514917,,César Hernández,H,2B,2B,2B,640.9,748.7,605.5,667.0
645261,,Sandy Alcantara,P,SP,SP,SP,425.9,747.0,129.2,197.3
521230,,Liam Hendriks,P,RP,RP,RP,154.3,744.9,30.0,85.0
643217,,Andrew Benintendi,H,OF,OF,OF,881.9,740.7,652.7,615.0
605397,,Joe Musgrove,P,SP,SP,SP,660.3,739.4,161.5,170.3
614177,,Franmil Reyes,H,OF,OF,OF,668.6,738.7,551.1,548.0
516770,,Starlin Castro,H,2B,2B,2B,661.4,737.9,637.5,676.0
592662,,Robbie Ray,P,SP,SP,SP,754.0,734.1,157.6,174.3
608070,,José Ramírez,H,2B/3B,2B/3B,2B/3B,995.5,732.2,655.9,542.0
458015,,Joey Votto,H,1B,1B,1B,932.9,731.2,640.4,608.0
571510,,Matthew Boyd,P,SP,SP,SP,515.3,731.0,160.3,185.3
460075,,Ryan Braun,H,1B/OF,1B/OF,1B/OF,677.3,726.8,508.7,508.0
543333,,Eric Hosmer,H,1B,1B,1B,774.2,722.3,648.3,667.0
542303,,Marcell Ozuna,H,OF,OF,OF,818.5,721.4,594.8,549.0
600524,,Renato Núñez,H,3B,3B,3B,547.7,720.3,516.1,599.0
605113,,Nick Ahmed,H,SS,SS,SS,529.5,719.7,565.3,625.0
502188,,Jeff Samardzija,P,SP,SP,SP,623.5,717.3,165.0,181.3
429665,,Edwin Encarnación,H,1B,1B,1B,667.7,717.2,527.8,486.0
608369,,Corey Seager,H,SS,SS,SS,833.6,713.6,608.2,541.0
518792,,Jason Heyward,H,OF,OF,OF,545.3,713.4,482.5,589.0
645302,,Victor Robles,H,OF,OF,OF,651.0,713.0,561.7,617.0
592450,,Aaron Judge,H,OF,OF,OF,898.9,711.6,610.8,447.0
664058,,David Fletcher,H,2B/3B,2B/3B,2B/3B,463.5,710.8,483.5,653.0
657656,,Ramón Laureano,H,OF,OF,OF,573.2,708.8,528.5,481.0
608566,,Germán Márquez,P,SP,SP,SP,828.9,708.5,183.0,174.0
572228,,Luke Voit,H,1B,1B,1B,573.5,707.8,454.3,510.0
608331,,Max Fried,P,SP,SP,SP,272.4,705.2,59.6,165.7
593934,,Miguel Sanó,H,1B/3B,1B/3B,1B/3B,649.3,703.7,527.2,439.0
460086,,Alex Gordon,H,OF,OF,OF,602.4,701.7,602.0,633.0
545341,,Randal Grichuk,H,OF,OF,OF,709.7,700.6,563.3,628.0
543939,,Kolten Wong,H,2B,2B,2B,499.2,696.7,442.7,549.0
642232,,Ryan Yarbrough,P,SP,SP,SP,388.3,696.2,110.4,141.7
516416,,Jean Segura,H,SS,SS,SS,731.4,695.9,643.2,618.0
664192,,Joey Lucchesi,P,SP,SP,SP,743.8,695.8,168.8,163.7
547888,,Masahiro Tanaka,P,SP,SP,SP,630.0,690.8,153.4,182.0
474832,,Brandon Belt,H,1B/OF,1B/OF,1B/OF,716.5,689.7,573.1,616.0
607680,,Kevin Pillar,H,OF,OF,OF,514.8,689.2,498.7,645.0
596129,,Daniel Vogelbach,H,1B,1B,1B,246.8,688.9,204.6,558.0
462101,,Elvis Andrus,H,SS,SS,SS,481.8,688.4,470.8,648.0
500779,,Jose Quintana,P,SP,SP,SP,712.9,686.8,169.1,171.0
571945,,Miles Mikolas,P,SP,SP,SP,803.8,683.7,201.2,184.0
605119,,Brian Anderson,H,3B/OF,3B/OF,3B/OF,723.5,683.1,647.6,520.0
623352,,Josh Hader,P,RP,RP,RP,509.1,681.8,65.0,75.7
624428,,Adam Frazier,H,2B/OF,2B/OF,2B/OF,640.4,680.5,595.9,608.0
541645,,Avisaíl García,H,OF,OF,OF,351.6,677.5,317.5,530.0
621028,,Kevin Newman,H,SS,SS,SS,169.5,676.2,184.6,531.0
572020,,James Paxton,P,SP,SP,SP,851.4,674.2,172.4,150.7
527054,,Julio Teheran,P,SP,SP,SP,418.0,670.1,130.8,174.7
641857,,Ryan McMahon,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,619.2,664.8,518.6,539.0
489446,,Kirby Yates,P,RP,RP,RP,508.9,664.7,65.0,60.7
451594,,Dexter Fowler,H,OF,OF,OF,400.1,663.7,365.6,574.0
543877,,Christian Vázquez,H,C,C,C,176.2,661.1,191.7,521.0
543101,,Anthony DeSclafani,P,SP,SP,SP,585.1,659.0,153.1,166.7
456701,,Homer Bailey,P,SP,SP,SP,191.9,656.2,70.9,163.3
605540,,Brandon Woodruff,P,SP,SP,SP,490.4,650.3,132.9,121.7
519443,,Brandon Workman,P,RP,RP,RP,77.0,649.6,20.0,71.7
519346,,Eric Thames,H,1B/OF,1B/OF,1B/OF,326.0,649.0,257.9,459.0
520471,,Freddy Galvis,H,SS,SS,SS,452.5,647.1,489.3,589.0
641598,,Mitch Garver,H,C,C,C,210.4,646.5,198.3,359.0
641745,,Brad Keller,P,SP,SP,SP,549.9,645.6,162.5,165.3
596847,,Ji Man Choi,H,Util,Util,Util,502.0,642.6,437.3,487.0
434671,,Aníbal Sánchez,P,SP,SP,SP,559.5,642.0,143.9,166.0
642715,,Willy Adames,H,2B/SS,2B/SS,2B/SS,610.4,640.2,601.0,584.0
452678,,Asdrúbal Cabrera,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,560.6,637.6,463.3,514.0
664068,,Scott Kingery,H,3B/SS,3B/SS,3B/SS,391.9,637.1,420.5,500.0
435062,,Howie Kendrick,H,2B/OF,2B/OF,2B/OF,162.3,636.2,144.2,370.0
553882,,Omar Narváez,H,C,C,C,358.0,633.0,375.4,482.0
571666,,Mike Fiers,P,SP,SP,SP,476.5,631.9,150.8,184.7
456715,,Lorenzo Cain,H,OF,OF,OF,771.6,625.8,618.9,623.0
598265,,Jackie Bradley Jr.,H,OF,OF,OF,608.3,625.7,531.5,567.0
596142,,Gary Sánchez,H,C,C,C,626.9,623.5,483.2,446.0
467092,,Wilson Ramos,H,C,C,C,481.2,621.2,419.7,524.0
621020,,Dansby Swanson,H,SS,SS,SS,486.9,619.9,472.1,545.0
425794,,Adam Wainwright,P,SP,SP,SP,525.7,619.1,137.7,171.7
596059,,Rougned Odor,H,2B,2B,2B,721.9,618.6,620.9,581.0
592669,,Hunter Renfroe,H,OF,OF,OF,518.6,616.5,446.5,494.0
575929,,Willson Contreras,H,C/OF,C/OF,C/OF,554.4,615.3,468.2,409.0
592351,,Jon Gray,P,SP,SP,SP,604.4,614.1,146.1,150.0
593643,,Hanser Alberto,H,Util,Util,Util,105.3,613.5,112.2,550.0
543068,,C.J. Cron,H,1B,1B,1B,676.3,613.2,525.5,499.0
408234,,Miguel Cabrera,H,1B,1B,1B,735.4,612.1,523.4,549.0
501381,,Michael Pineda,P,SP,SP,SP,554.1,611.9,137.7,146.0
570267,,Domingo Santana,H,OF,OF,OF,634.2,611.3,569.3,507.0
489119,,Wade Miley,P,SP,SP,SP,393.7,611.0,122.3,167.3
660271,,Shohei Ohtani,H,Util,Util,Util,692.4,607.1,472.9,425.0
607625,,Seth Lugo,P,RP,RP,RP,414.1,607.0,78.0,80.0
474463,,Brett Anderson,P,SP,SP,SP,205.7,606.8,59.7,176.0
405395,,Albert Pujols,H,1B,1B,1B,440.0,604.7,414.7,545.0
621311,,David Dahl,H,OF,OF,OF,718.0,601.9,570.6,413.0
446334,,Evan Longoria,H,3B,3B,3B,641.9,598.4,584.2,508.0
641712,,Dakota Hudson,P,SP,SP,SP,461.1,597.9,130.8,174.7
453943,,Todd Frazier,H,3B,3B,3B,362.6,596.4,333.8,499.0
543510,,James McCann,H,C,C,C,132.2,596.1,156.2,476.0
435622,,Ian Desmond,H,1B/OF,1B/OF,1B/OF,630.9,595.8,516.0,482.0
605513,,Spencer Turnbull,P,SP,SP,SP,466.0,592.1,135.0,148.3
544725,,Leury García,H,2B/OF,2B/OF,2B/OF,144.0,590.7,157.3,618.0
502210,,Josh Reddick,H,OF,OF,OF,496.6,587.5,427.1,550.0
502043,,Kyle Gibson,P,SP,SP,SP,725.1,585.1,192.0,160.0
608577,,Nomar Mazara,H,OF,OF,OF,753.3,584.4,597.4,469.0
605135,,Chris Bassitt,P,SP,SP,SP,305.3,584.3,88.8,144.0
573124,,Taylor Rogers,P,RP,RP,RP,348.8,580.4,60.0,69.0
605200,,Zach Davies,P,SP,SP,SP,389.0,577.5,118.5,159.7
452657,,Jon Lester,P,SP,SP,SP,714.9,576.5,191.6,171.7
475253,,Justin Smoak,H,1B,1B,1B,725.8,575.8,581.3,500.0
502517,,Daniel Murphy,H,1B/2B,1B/2B,1B/2B,866.6,575.7,601.4,478.0
572821,,Brian Dozier,H,2B,2B,2B,639.6,573.9,544.3,482.0
606192,,Teoscar Hernández,H,OF,OF,OF,482.8,572.5,434.6,464.0
430935,,Cole Hamels,P,SP,SP,SP,651.1,569.6,152.9,141.7
592567,,Colin Moran,H,3B,3B,3B,284.1,567.5,260.2,503.0
430945,,Adam Jones,H,OF,OF,OF,648.2,567.2,583.6,528.0
570731,,Jonathan Schoop,H,2B/SS,2B/SS,2B/SS,601.3,566.3,503.1,464.0
455976,,Nick Markakis,H,OF,OF,OF,637.3,566.1,560.8,469.0
571927,,Steven Matz,P,SP,SP,SP,632.8,563.6,153.3,160.3
547973,,Aroldis Chapman,P,RP,RP,RP,564.3,563.1,65.0,57.0
532077,,Roberto Osuna,P,RP,RP,RP,489.4,559.6,65.0,65.0
641778,,Eric Lauer,P,SP,SP,SP,515.9,558.7,137.3,149.7
433589,,Yusmeiro Petit,P,RP,RP,RP,260.2,558.7,60.0,83.0
571976,,Wil Myers,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,688.0,555.9,595.8,490.0
605164,,Dylan Bundy,P,SP,SP,SP,568.6,553.0,173.4,161.7
578428,,Jose Iglesias,H,SS,SS,SS,156.7,553.0,166.5,530.0
488768,,Andrew Cashner,P,SP,SP,SP,303.1,552.9,138.3,150.0
572122,,Kyle Seager,H,3B,3B,3B,519.4,552.6,462.5,443.0
595777,,Jurickson Profar,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,711.0,552.3,636.5,518.0
630023,,Yonny Chirinos,P,SP,SP,SP,419.2,547.6,109.7,133.3
605483,,Blake Snell,P,SP,SP,SP,1000.3,541.0,189.5,107.0
444482,,David Peralta,H,OF,OF,OF,792.4,540.0,605.4,423.0
592348,,Niko Goodrum,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,502.9,540.0,503.5,472.0
519293,,Will Smith,P,RP,RP,RP,481.7,539.9,65.0,65.3
553878,,Felipe Vázquez,P,RP,RP,RP,537.2,539.7,65.0,60.0
572761,,Matt Carpenter,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,843.9,539.4,627.9,492.0
455139,,Robinson Chirinos,H,C,C,C,259.7,538.8,276.6,437.0
593334,,Domingo Germán,P,SP,SP,SP,178.6,538.2,45.6,143.0
570663,,Hansel Robles,P,RP,RP,RP,238.2,538.1,50.0,72.7
596001,,Jakob Junis,P,SP,SP,SP,703.2,538.0,184.5,175.3
547379,,Roberto Pérez,H,C,C,C,190.1,536.2,212.1,449.0
641941,,Emilio Pagán,P,RP,RP,RP,169.6,535.4,40.0,70.0
543401,,Jason Kipnis,H,2B/OF,2B/OF,2B/OF,610.3,535.1,574.1,511.0
500743,,Miguel Rojas,H,1B/2B/3B/SS,1B/2B/3B/SS,1B/2B/3B/SS,191.3,535.1,205.2,526.0
543699,,Tanner Roark,P,SP,SP,SP,490.5,535.1,142.7,165.3
592761,,Caleb Smith,P,SP,SP,SP,548.1,534.0,131.7,153.3
621035,,Chris Taylor,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,569.3,529.5,534.7,414.0
547179,,Michael Lorenzen,P,RP,RP,RP,257.2,528.2,59.1,83.3
519144,,Rick Porcello,P,SP,SP,SP,714.2,527.0,184.1,174.3
643265,,Garrett Cooper,H,1B,1B,1B,170.5,525.3,168.4,421.0
450306,,Jason Vargas,P,SP,SP,SP,384.1,523.6,104.6,149.7
605480,,Mallex Smith,H,OF,OF,OF,643.9,523.6,626.9,566.0
625643,,Reynaldo López,P,SP,SP,SP,516.2,522.3,174.5,184.0
527048,,Martín Pérez,P,SP,SP,SP,377.5,522.2,119.0,165.3
608336,,Joey Gallo,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,787.9,520.6,571.4,297.0
543475,,Jordan Lyles,P,SP,SP,SP,442.3,519.3,129.5,141.0
621043,,Carlos Correa,H,SS,SS,SS,757.5,519.2,566.2,321.0
593423,,Frankie Montas,P,SP,SP,SP,413.9,518.6,124.2,96.0
608385,,Jesse Winker,H,OF,OF,OF,719.2,515.1,551.3,384.0
609275,,Adalberto Mondesi,H,2B/SS,2B/SS,2B/SS,676.0,514.1,590.5,443.0
621107,,Zach Eflin,P,SP,SP,SP,494.0,513.1,144.9,163.3
670950,,Trevor Richards,P,SP,SP,SP,629.1,512.6,156.9,135.3
503556,,Marwin Gonzalez,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,588.4,511.2,497.4,463.0
501981,,Khris Davis,H,OF,OF,OF,863.4,510.7,635.6,533.0
595751,,Jorge Alfaro,H,C,C,C,367.2,509.7,404.4,465.0
452254,,Hunter Pence,H,OF,OF,OF,227.0,506.8,212.0,316.0
502190,,Mike Leake,P,SP,SP,SP,590.0,506.3,195.7,197.0
666971,,Lourdes Gurriel Jr.,H,2B/SS,2B/SS,2B/SS,518.0,502.9,478.8,343.0
605288,,Adrian Houser,P,SP,SP,SP,243.0,501.1,66.9,111.3
657077,,Alex Verdugo,H,OF,OF,OF,280.7,499.4,256.2,377.0
593576,,Héctor Neris,P,RP,RP,RP,234.5,496.7,40.0,67.7
502624,,Chase Anderson,P,SP,SP,SP,441.1,492.1,116.2,139.0
520980,,Pedro Báez,P,RP,RP,RP,278.9,491.9,50.0,69.7
607481,,Aaron Bummer,P,RP,RP,RP,84.8,491.7,20.0,67.7
608348,,Carson Kelly,H,C,C,C,229.8,491.5,238.5,365.0
543063,,Brandon Crawford,H,SS,SS,SS,609.8,490.9,574.7,560.0
467100,,Iván Nova,P,SP,SP,SP,423.1,489.8,150.3,187.0
571771,,Enrique Hernández,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,653.5,489.0,546.4,460.0
445276,,Kenley Jansen,P,RP,RP,RP,523.1,487.9,65.0,63.0
543272,,Brad Hand,P,RP,RP,RP,534.3,484.7,70.0,57.3
596057,,Daniel Norris,P,SP,SP,SP,295.0,484.2,86.8,144.3
606132,,Raimel Tapia,H,OF,OF,OF,263.3,480.7,235.4,447.0
628452,,Raisel Iglesias,P,RP,RP,RP,479.2,480.6,65.0,67.0
493603,,Adam Ottavino,P,RP,RP,RP,375.6,479.2,65.0,66.3
519151,,Ryan Pressly,P,RP,RP,RP,416.5,479.1,65.0,54.3
489334,,Craig Stammen,P,RP,RP,RP,375.6,477.9,65.0,82.0
457918,,J.A. Happ,P,SP,SP,SP,659.6,477.7,168.0,161.3
641432,,Willie Calhoun,H,OF,OF,OF,258.0,477.5,225.8,337.0
456034,,David Price,P,SP,SP,SP,737.1,477.4,176.7,107.3
628711,,Julio Urías,P,SP,SP,SP,452.4,476.0,100.0,79.7
453178,,Ian Kennedy,P,RP,RP,RP,220.9,474.5,45.0,63.3
425877,,Yadier Molina,H,C,C,C,541.2,472.8,496.8,452.0
664040,,Brandon Lowe,H,2B/OF,2B/OF,2B/OF,385.8,472.0,327.1,327.0
598264,,Matt Barnes,P,RP,RP,RP,422.0,469.1,65.0,64.3
595281,,Kevin Kiermaier,H,OF,OF,OF,569.3,468.8,555.2,480.0
572888,,Shane Greene,P,RP,RP,RP,402.9,468.7,65.0,62.7
571704,,Ken Giles,P,RP,RP,RP,469.4,467.1,65.0,53.0
501789,,Will Harris,P,RP,RP,RP,379.2,467.0,65.0,60.0
543257,,Robbie Grossman,H,OF,OF,OF,220.4,465.9,203.5,482.0
605151,,Archie Bradley,P,RP,RP,RP,446.1,463.6,70.0,71.7
429664,,Robinson Canó,H,1B/2B,1B/2B,1B/2B,767.2,463.4,603.5,423.0
519048,,Mitch Moreland,H,1B,1B,1B,474.2,462.5,402.6,335.0
448855,,Junior Guerra,P,RP,RP,RP,337.9,462.0,60.0,83.7
489265,,Sergio Romo,P,RP,RP,RP,381.2,461.4,65.0,60.3
502154,,Zack Britton,P,RP,RP,RP,359.1,456.2,60.0,61.3
593833,,Wander Suero,P,RP,RP,RP,95.9,456.0,25.0,71.3
621142,,Ty Buttrey,P,RP,RP,RP,337.4,455.5,60.0,72.3
622534,,Manuel Margot,H,OF,OF,OF,477.6,454.6,457.1,441.0
650490,,Yandy Díaz,H,3B,3B,3B,359.9,453.7,329.9,347.0
518633,,Danny Duffy,P,SP,SP,SP,700.4,451.6,185.2,130.7
600917,,José Leclerc,P,RP,RP,RP,461.8,449.8,65.0,68.7
548389,,Ross Stripling,P,SP,SP,SP,492.2,449.2,108.0,90.7
570560,,Yolmer Sánchez,H,2B/3B,2B/3B,2B/3B,512.2,448.9,542.8,555.0
606115,,Orlando Arcia,H,SS,SS,SS,492.0,448.3,512.1,546.0
605154,,John Brebbia,P,RP,RP,RP,290.8,446.5,50.0,72.7
623520,,David Bote,H,2B/3B,2B/3B,2B/3B,170.3,446.2,161.4,356.0
465657,,Joakim Soria,P,RP,RP,RP,382.7,445.3,65.0,69.0
592454,,Tommy Kahnle,P,RP,RP,RP,196.9,444.2,40.0,61.3
517008,,Alex Colomé,P,RP,RP,RP,411.2,444.1,60.0,61.0
572041,,AJ Pollock,H,OF,OF,OF,630.3,438.1,545.2,342.0
518595,,Travis d'Arnaud,H,C,C,C,185.1,437.8,176.9,391.0
596748,,Maikel Franco,H,3B,3B,3B,678.5,437.7,541.6,428.0
572816,,Corey Dickerson,H,OF,OF,OF,743.5,437.7,605.1,279.0
518617,,Jake Diekman,P,RP,RP,RP,349.6,436.5,55.0,62.0
641816,,Tyler Mahle,P,SP,SP,SP,289.1,436.4,87.2,129.7
621381,,Matt Strahm,P,SP,SP,SP,389.7,436.3,91.1,114.7
650895,,Diego Castillo,P,SP,RP,SP,409.3,433.3,60.0,68.7
600303,,Tommy La Stella,H,2B/3B,2B/3B,2B/3B,144.0,432.2,155.4,321.0
500874,,José A. Martínez,H,1B/OF,1B/OF,1B/OF,473.9,429.8,379.1,373.0
543339,,Daniel Hudson,P,RP,RP,RP,189.3,429.2,45.0,73.0
519393,,Marcus Walden,P,RP,RP,RP,217.2,427.8,50.0,78.0
