mlbam,fg_id,name,group,pos,proj_pos,act_pos,proj,actual,proj_pt,actual_pt
572039,,Stephen Piscotty,H,OF,OF,OF,553.7,810.1,465.4,605.0
467793,,Carlos Santana,H,1B,1B,1B,777.9,809.0,602.3,679.0
645277,,Ozzie Albies,H,2B,2B,2B,413.1,807.5,322.0,684.0
457708,,Justin Upton,H,OF,OF,OF,777.9,805.7,580.1,613.0
624424,,Michael Conforto,H,OF,OF,OF,629.0,805.1,454.8,638.0
543305,,Aaron Hicks,H,OF,OF,OF,466.3,803.8,416.6,581.0
457918,,J.A. Happ,P,SP,SP,SP,678.7,798.6,152.2,177.7
607043,,Brandon Nimmo,H,OF,OF,OF,372.7,798.3,315.5,535.0
621111,,Walker Buehler,P,SP,RP,SP,95.6,794.7,26.7,137.3
592450,,Aaron Judge,H,OF,OF,OF,910.7,791.6,548.5,498.0
543768,,Travis Shaw,H,1B/3B,1B/3B,1B/3B,714.7,791.4,556.0,587.0
502054,,Tommy Pham,H,OF,OF,OF,688.9,779.3,483.3,570.0
456034,,David Price,P,SP,SP,SP,587.7,776.3,120.3,176.0
595014,,Blake Treinen,P,RP,RP,RP,381.9,774.3,66.5,80.3
592866,,Trevor Williams,P,SP,SP,SP,523.6,773.8,136.4,170.7
606299,,José Peraza,H,2B/OF/SS,2B/OF/SS,2B/OF/SS,480.5,772.4,484.6,683.0
516782,,Starling Marte,H,OF,OF,OF,525.1,770.8,422.4,606.0
519058,,Mike Moustakas,H,3B,3B,3B,665.0,770.8,510.3,635.0
500874,,José A. Martínez,H,1B/OF,1B/OF,1B/OF,487.1,770.2,355.3,590.0
514917,,César Hernández,H,2B,2B,2B,643.0,769.7,550.7,708.0
592696,,Eddie Rosario,H,OF,OF,OF,649.1,769.1,529.9,592.0
544369,,Didi Gregorius,H,SS,SS,SS,626.3,768.2,544.7,569.0
475253,,Justin Smoak,H,1B,1B,1B,710.0,767.0,552.6,594.0
605119,,Brian Anderson,H,3B,3B,3B,274.0,763.0,247.5,670.0
595777,,Jurickson Profar,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,254.0,761.5,265.7,594.0
429665,,Edwin Encarnación,H,1B,1B,1B,873.4,760.4,604.7,579.0
502706,,Derek Holland,P,SP,SP,SP,320.6,758.8,138.2,171.3
571760,,Andrew Heaney,P,SP,SP,SP,227.4,756.3,71.4,180.0
643327,,Zack Godley,P,SP,SP,SP,638.3,753.7,145.0,178.3
608336,,Joey Gallo,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,634.9,753.6,469.0,577.0
594835,,Marco Gonzales,P,SP,SP,SP,203.2,753.0,80.0,166.7
543807,,George Springer,H,OF,OF,OF,803.5,751.8,588.9,620.0
570256,,Gregory Polanco,H,OF,OF,OF,523.7,746.6,464.2,535.0
656427,,Jack Flaherty,P,SP,SP,SP,238.6,744.6,70.7,151.0
543068,,C.J. Cron,H,1B,1B,1B,498.0,737.4,431.0,560.0
623352,,Josh Hader,P,RP,RP,RP,280.8,734.6,45.8,81.3
542303,,Marcell Ozuna,H,OF,OF,OF,791.4,733.5,600.3,628.0
621035,,Chris Taylor,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,616.2,724.8,490.5,604.0
570632,,José Ureña,P,SP,SP,SP,481.6,721.9,153.2,174.0
516416,,Jean Segura,H,2B/SS,2B/SS,2B/SS,672.1,721.2,552.4,632.0
430935,,Cole Hamels,P,SP,SP,SP,665.4,720.6,154.1,190.7
543760,,Marcus Semien,H,SS,SS,SS,506.4,719.3,455.1,703.0
543333,,Eric Hosmer,H,1B,1B,1B,799.6,716.6,602.2,677.0
452678,,Asdrúbal Cabrera,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,632.2,713.1,526.8,592.0
656794,,Sean Newcomb,P,SP,SP,SP,423.3,710.0,110.0,164.0
622072,,Alex Wood,P,SP,SP,SP,674.5,708.3,142.2,151.7
527054,,Julio Teheran,P,SP,SP,SP,661.8,707.9,173.0,175.7
592663,,J.T. Realmuto,H,C,C,C,640.1,707.8,544.0,531.0
625643,,Reynaldo López,P,SP,SP,SP,319.9,706.6,88.2,188.7
547989,,José Abreu,H,1B,1B,1B,846.8,704.9,607.0,553.0
601713,,Nick Pivetta,P,SP,SP,SP,394.0,702.6,126.5,164.0
592743,,Andrelton Simmons,H,SS,SS,SS,605.0,693.9,571.8,600.0
516770,,Starlin Castro,H,2B,2B,2B,553.5,692.2,497.5,647.0
606466,,Ketel Marte,H,SS,SS,SS,377.7,691.0,374.1,580.0
435622,,Ian Desmond,H,1B/OF,1B/OF,1B/OF,495.5,690.1,454.2,619.0
572816,,Corey Dickerson,H,OF,OF,OF,711.0,687.0,569.3,533.0
452657,,Jon Lester,P,SP,SP,SP,817.5,684.7,170.6,181.7
621563,,Joey Wendle,H,2B,2B,2B,229.7,683.5,217.4,545.0
518735,,Yasmani Grandal,H,C,C,C,584.1,683.3,486.7,518.0
434671,,Aníbal Sánchez,P,SP,SP,SP,367.1,683.2,128.0,136.7
656941,,Kyle Schwarber,H,OF,OF,OF,556.1,681.5,443.5,510.0
571510,,Matthew Boyd,P,SP,SP,SP,407.0,680.8,137.2,170.3
543699,,Tanner Roark,P,SP,SP,SP,719.0,680.7,171.7,180.3
660162,,Yoán Moncada,H,2B,2B,2B,364.0,680.4,317.5,650.0
605137,,Josh Bell,H,1B/OF,1B/OF,1B/OF,653.7,678.9,525.2,583.0
457759,,Justin Turner,H,3B,3B,3B,759.9,678.6,533.7,426.0
605480,,Mallex Smith,H,OF,OF,OF,382.0,676.7,362.5,544.0
453562,,Jake Arrieta,P,SP,SP,SP,853.5,674.4,163.9,172.7
622666,,Johan Camargo,H,3B/SS,3B/SS,3B/SS,391.7,674.3,328.0,524.0
542255,,Ender Inciarte,H,OF,OF,OF,704.5,673.3,616.8,660.0
592332,,Kevin Gausman,P,SP,SP,SP,622.9,672.9,171.3,183.7
430945,,Adam Jones,H,OF,OF,OF,690.3,672.8,584.7,613.0
547888,,Masahiro Tanaka,P,SP,SP,SP,725.8,672.3,169.1,156.0
461829,,Gio Gonzalez,P,SP,SP,SP,815.6,672.1,178.2,171.0
450314,,Ben Zobrist,H,2B/OF,2B/OF,2B/OF,587.7,671.8,511.1,520.0
502190,,Mike Leake,P,SP,SP,SP,674.6,670.8,170.7,185.7
493603,,Adam Ottavino,P,RP,RP,RP,287.6,670.6,51.4,77.7
461314,,Matt Kemp,H,OF,OF,OF,600.7,669.3,500.7,506.0
622491,,Luis Castillo,P,SP,SP,SP,502.7,668.3,104.7,169.7
543606,,Jake Odorizzi,P,SP,SP,SP,583.0,667.5,150.4,164.3
592351,,Jon Gray,P,SP,SP,SP,598.0,667.2,132.0,172.3
500779,,Jose Quintana,P,SP,SP,SP,810.1,664.4,175.1,174.3
641820,,Trey Mancini,H,1B/OF,1B/OF,1B/OF,658.1,661.2,494.5,636.0
628317,,Kenta Maeda,P,SP,SP,SP,658.4,660.6,144.7,125.3
640455,,Sean Manaea,P,SP,SP,SP,601.6,660.0,153.8,160.7
621121,,Lance McCullers Jr.,P,SP,SP,SP,624.9,659.1,127.4,128.3
493329,,Yuli Gurriel,H,1B/3B,1B/3B,1B/3B,593.3,653.9,495.7,573.0
596146,,Max Kepler,H,OF,OF,OF,599.7,653.8,528.7,611.0
546318,,Odúbel Herrera,H,OF,OF,OF,668.0,651.9,547.1,597.0
592826,,Vince Velasquez,P,SP,SP,SP,402.2,650.7,109.1,146.7
518934,,DJ LeMahieu,H,2B,2B,2B,771.5,649.8,604.5,581.0
448306,,James Shields,P,SP,SP,SP,376.8,649.3,136.7,204.7
542881,,Tyler Anderson,P,SP,SP,SP,444.9,646.4,114.4,176.0
572821,,Brian Dozier,H,2B,2B,2B,845.7,645.6,621.6,632.0
453281,,Wade LeBlanc,P,SP,RP,SP,250.7,642.0,62.2,162.0
600869,,Jeimer Candelario,H,3B,3B,3B,316.6,640.6,272.4,619.0
458681,,Lance Lynn,P,SP,SP,SP,625.6,639.3,153.2,156.7
471865,,Carlos González,H,OF,OF,OF,686.4,637.7,530.2,504.0
475174,,Yonder Alonso,H,1B,1B,1B,606.3,636.7,513.7,574.0
518618,,Derek Dietrich,H,1B/2B/3B/OF,1B/2B/3B/OF,1B/2B/3B/OF,565.5,631.2,473.2,551.0
570560,,Yolmer Sánchez,H,2B/3B,2B/3B,2B/3B,462.2,623.6,483.3,662.0
501985,,Mike Minor,P,SP,RP,SP,398.7,621.5,60.8,157.0
543401,,Jason Kipnis,H,2B/OF,2B/OF,2B/OF,549.2,620.8,455.3,601.0
606192,,Teoscar Hernández,H,OF,OF,OF,316.2,620.7,258.7,523.0
502042,,Chris Archer,P,SP,SP,SP,874.4,620.0,180.6,148.3
502026,,Jeremy Jeffress,P,RP,RP,RP,309.9,619.4,60.5,76.7
543063,,Brandon Crawford,H,SS,SS,SS,612.6,616.8,547.3,594.0
608577,,Nomar Mazara,H,OF,OF,OF,650.7,616.7,564.8,536.0
458731,,Brett Gardner,H,OF,OF,OF,686.5,615.5,604.4,609.0
593372,,Carlos Martinez,P,SP,SP,SP,838.0,614.6,182.0,118.7
592178,,Kris Bryant,H,1B/3B/OF,1B/3B/OF,1B/3B/OF,939.6,612.7,602.4,457.0
520471,,Freddy Galvis,H,SS,SS,SS,574.0,612.4,593.9,656.0
641313,,Tim Anderson,H,SS,SS,SS,582.0,609.9,546.1,606.0
624577,,Yasiel Puig,H,OF,OF,OF,654.0,608.1,521.8,444.0
448179,,Rich Hill,P,SP,SP,SP,774.6,607.9,138.9,132.7
544931,,Stephen Strasburg,P,SP,SP,SP,915.4,607.8,162.4,130.0
592626,,Joc Pederson,H,OF,OF,OF,505.7,604.1,409.1,443.0
607625,,Seth Lugo,P,SP,SP,SP,465.7,603.6,117.1,101.3
572041,,AJ Pollock,H,OF,OF,OF,585.3,603.5,437.6,460.0
282332,,CC Sabathia,P,SP,SP,SP,569.6,602.5,152.3,153.0
622110,,Matt Duffy,H,3B/SS,3B/SS,3B/SS,257.6,600.9,236.6,560.0
543272,,Brad Hand,P,RP,RP,RP,431.3,600.2,70.6,72.0
593958,,Eduardo Rodriguez,P,SP,SP,SP,564.3,598.3,139.4,129.7
518886,,Craig Kimbrel,P,RP,RP,RP,559.3,597.6,61.8,62.3
571771,,Enrique Hernández,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,429.2,597.3,395.4,462.0
545341,,Randal Grichuk,H,OF,OF,OF,585.3,597.0,468.8,462.0
596001,,Jakob Junis,P,SP,SP,SP,385.3,597.0,109.2,177.0
596059,,Rougned Odor,H,2B,2B,2B,663.6,596.5,588.7,535.0
553878,,Felipe Vázquez,P,RP,RP,RP,472.0,593.0,67.4,70.0
475115,,Tyson Ross,P,SP,SP,SP,360.4,592.2,85.0,149.7
503556,,Marwin Gonzalez,H,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS,631.6,592.0,509.3,552.0
571666,,Mike Fiers,P,SP,SP,SP,524.6,590.6,153.5,172.0
575929,,Willson Contreras,H,C/OF,C/OF,C/OF,597.7,590.4,442.3,544.0
598265,,Jackie Bradley Jr.,H,OF,OF,OF,658.2,588.8,534.1,535.0
489334,,Craig Stammen,P,RP,RP,RP,288.8,586.7,62.2,79.0
621237,,José Alvarado,P,RP,RP,RP,205.3,586.1,36.8,64.0
452655,,Denard Span,H,OF,OF,OF,589.0,585.4,534.7,501.0
571927,,Steven Matz,P,SP,SP,SP,414.9,583.7,106.6,154.0
572122,,Kyle Seager,H,3B,3B,3B,745.1,583.5,592.6,630.0
542340,,Jonathan Villar,H,2B/3B/SS,2B/3B/SS,2B/3B/SS,586.2,580.0,485.9,515.0
467092,,Wilson Ramos,H,C,C,C,408.7,579.7,364.3,416.0
408045,,Joe Mauer,H,1B,1B,1B,633.6,577.8,556.1,543.0
460086,,Alex Gordon,H,OF,OF,OF,503.5,577.4,521.1,568.0
548389,,Ross Stripling,P,SP,SP,SP,483.9,576.6,107.2,122.0
571506,,Justin Bour,H,1B,1B,1B,604.7,574.8,446.6,501.0
592669,,Hunter Renfroe,H,OF,OF,OF,540.3,573.8,443.1,441.0
596748,,Maikel Franco,H,3B,3B,3B,640.0,572.9,574.5,465.0
425877,,Yadier Molina,H,C,C,C,576.7,572.2,529.6,503.0
607680,,Kevin Pillar,H,OF,OF,OF,587.9,569.0,574.4,542.0
521692,,Salvador Perez,H,C,C,C,574.0,568.6,504.1,544.0
592348,,Niko Goodrum,H,Util,Util,Util,213.2,567.6,209.0,492.0
134181,,Adrian Beltré,H,3B,3B,3B,618.4,563.1,458.5,481.0
605113,,Nick Ahmed,H,SS,SS,SS,280.8,560.5,319.8,564.0
451584,,Wade Davis,P,RP,RP,RP,450.8,560.3,55.7,65.3
434778,,Kendrys Morales,H,1B,1B,1B,684.9,559.1,565.8,471.0
600917,,José Leclerc,P,RP,RP,RP,240.1,558.0,46.3,57.7
642708,,Amed Rosario,H,SS,SS,SS,306.7,557.6,285.0,592.0
518516,,Madison Bumgarner,P,SP,SP,SP,702.1,554.5,138.2,129.7
460075,,Ryan Braun,H,OF,OF,OF,654.4,552.9,468.9,447.0
571602,,Matt Davidson,H,1B/3B,1B/3B,1B/3B,455.7,552.1,421.7,496.0
657557,,Paul DeJong,H,2B/SS,2B/SS,2B/SS,578.0,551.9,421.5,490.0
572140,,Tyler Skaggs,P,SP,SP,SP,388.8,548.1,107.5,125.3
664023,,Ian Happ,H,2B/OF,2B/OF,2B/OF,543.7,547.5,406.5,462.0
502239,,Trevor Cahill,P,SP,SP,SP,395.1,543.6,108.6,110.0
646240,,Rafael Devers,H,3B,3B,3B,411.7,539.7,320.0,490.0
621107,,Zach Eflin,P,SP,SP,SP,215.1,538.4,98.5,128.0
467100,,Iván Nova,P,SP,SP,SP,600.1,538.0,169.7,161.0
445055,,Jon Jay,H,OF,OF,OF,466.4,538.0,453.9,586.0
547973,,Aroldis Chapman,P,RP,RP,RP,458.3,537.9,53.0,51.3
448855,,Junior Guerra,P,SP,SP,SP,400.1,536.9,107.3,141.0
519048,,Mitch Moreland,H,1B,1B,1B,623.9,534.7,538.3,459.0
474832,,Brandon Belt,H,1B/OF,1B/OF,1B/OF,655.2,534.4,491.0,456.0
592662,,Robbie Ray,P,SP,SP,SP,721.3,534.2,158.4,123.7
544727,,Jeurys Familia,P,RP,RP,RP,330.1,533.9,42.1,72.0
621020,,Dansby Swanson,H,SS,SS,SS,484.8,533.1,490.0,533.0
453385,,Clayton Richard,P,SP,SP,SP,583.0,533.0,165.4,158.7
476454,,Dellin Betances,P,RP,RP,RP,477.6,529.8,59.1,66.7
607192,,Tyler Glasnow,P,SP,SP,SP,206.0,527.4,93.3,111.7
445276,,Kenley Jansen,P,RP,RP,RP,620.2,527.0,63.0,71.7
489446,,Kirby Yates,P,RP,RP,RP,255.8,526.8,54.5,63.0
453265,,Tony Watson,P,RP,RP,RP,380.0,525.8,62.1,66.0
519151,,Ryan Pressly,P,RP,RP,RP,284.9,524.4,60.2,71.0
594988,,Scott Schebler,H,OF,OF,OF,600.7,524.1,493.7,430.0
502624,,Chase Anderson,P,SP,SP,SP,582.7,523.6,145.8,158.0
571710,,Mychal Givens,P,RP,RP,RP,407.7,523.5,68.8,76.7
543257,,Robbie Grossman,H,OF,OF,OF,544.9,523.0,466.9,465.0
502085,,David Robertson,P,RP,RP,RP,477.7,522.8,62.4,69.7
453172,,Jared Hughes,P,RP,RP,RP,274.5,522.7,57.8,78.7
518792,,Jason Heyward,H,OF,OF,OF,525.5,522.2,499.7,489.0
573124,,Taylor Rogers,P,RP,RP,RP,299.6,519.4,56.0,68.3
605397,,Joe Musgrove,P,SP,SP,SP,462.4,519.1,120.9,115.3
518774,,Matt Harvey,P,SP,SP,SP,430.3,518.9,115.6,155.0
502210,,Josh Reddick,H,OF,OF,OF,634.9,518.6,513.9,487.0
435079,,Ian Kinsler,H,2B,2B,2B,675.4,518.0,574.4,534.0
649557,,Aledmys Díaz,H,SS,SS,SS,482.0,516.7,396.5,452.0
592567,,Colin Moran,H,3B,3B,3B,234.4,516.6,208.5,465.0
465041,,Francisco Cervelli,H,C,C,C,418.8,516.4,391.3,404.0
517008,,Alex Colomé,P,RP,RP,RP,419.2,515.7,61.0,68.0
445926,,Jesse Chavez,P,RP,SP,RP,490.1,513.2,135.7,95.3
592387,,Ryon Healy,H,1B/3B,1B/3B,1B/3B,650.3,512.7,530.8,524.0
572362,,Robbie Erlin,P,SP,RP,SP,101.9,511.8,23.6,109.0
621043,,Carlos Correa,H,SS,SS,SS,743.8,511.0,506.5,468.0
518614,,Daniel Descalso,2W,1B/2B/3B/OF/SS,1B/2B/3B/OF/SS/RP,1B/2B/3B/OF/SS/RP,563.6,510.5,427.9,423.0
608384,,Nick Williams,H,OF,OF,OF,465.0,510.2,371.5,448.0
664056,,Harrison Bader,H,OF,OF,OF,267.0,509.3,246.0,427.0
607231,,John Gant,P,SP,RP,SP,113.6,509.3,35.7,114.0
543135,,Nathan Eovaldi,P,SP,SP,SP,268.6,509.2,72.5,111.0
543228,,Yan Gomes,H,C,C,C,381.8,509.0,417.9,435.0
571466,,Tucker Barnhart,H,C,C,C,482.0,507.2,453.5,522.0
518553,,Steve Cishek,P,RP,RP,RP,325.8,507.0,50.7,70.3
518633,,Danny Duffy,P,SP,SP,SP,659.3,505.5,151.1,155.0
446334,,Evan Longoria,H,3B,3B,3B,723.2,504.8,607.0,512.0
543521,,Collin McHugh,P,RP,SP,RP,454.8,502.5,110.1,72.3
594828,,Evan Gattis,H,C,C,C,494.9,502.4,412.4,451.0
455139,,Robinson Chirinos,H,C,C,C,463.1,502.2,371.5,426.0
405395,,Albert Pujols,H,1B,1B,1B,634.3,501.9,583.0,498.0
608717,,Chris Stratton,P,SP,SP,SP,361.5,497.5,90.3,145.0
592192,,Mark Canha,H,OF,OF,OF,304.5,496.5,297.9,411.0
453329,,Clay Buchholz,P,SP,SP,SP,306.2,496.0,77.6,98.3
457763,,Buster Posey,H,1B/C,1B/C,1B/C,723.1,495.4,545.4,448.0
434158,,Curtis Granderson,H,OF,OF,OF,643.0,494.2,526.8,403.0
433589,,Yusmeiro Petit,P,RP,RP,RP,372.2,492.7,73.9,93.0
612672,,Wei-Yin Chen,P,SP,SP,SP,344.5,490.4,88.8,133.3
594777,,Kole Calhoun,H,OF,OF,OF,669.5,490.2,594.2,552.0
465657,,Joakim Soria,P,RP,RP,RP,350.5,489.9,56.7,60.7
543829,,Dee Strange-Gordon,H,2B,2B,2B,647.2,488.3,582.1,588.0
543557,,Mike Montgomery,P,SP,SP,SP,599.1,488.0,135.3,124.0
605151,,Archie Bradley,P,RP,SP,RP,532.7,487.4,110.7,71.7
594809,,Adam Eaton,H,OF,OF,OF,400.8,484.8,324.1,370.0
543243,,Sonny Gray,P,SP,SP,SP,658.3,484.5,152.9,130.3
429664,,Robinson Canó,H,2B,2B,2B,758.6,482.2,595.5,348.0
605242,,Michael Fulmer,P,SP,SP,SP,712.7,479.8,158.2,132.3
628452,,Raisel Iglesias,P,RP,SP,RP,642.4,479.0,105.8,72.0
570731,,Jonathan Schoop,H,2B,2B,2B,769.1,478.0,602.2,501.0
571740,,Billy Hamilton,H,OF,OF,OF,547.0,475.3,562.5,556.0
643338,,Chad Green,P,RP,RP,RP,354.9,474.8,61.1,75.7
453943,,Todd Frazier,H,1B/3B,1B/3B,1B/3B,669.9,474.5,554.6,472.0
576397,,Jedd Gyorko,H,1B/2B/3B/SS,1B/2B/3B/SS,1B/2B/3B/SS,584.3,473.2,484.3,402.0
593144,,Richard Rodríguez,P,RP,RP,RP,52.8,472.6,24.8,69.3
456488,,Eduardo Núñez,H,2B/3B/OF/SS,2B/3B/OF/SS,2B/3B/OF/SS,619.5,470.7,505.0,502.0
621389,,Ty Blach,P,SP,SP,SP,516.3,469.9,143.5,118.7
622534,,Manuel Margot,H,OF,OF,OF,523.8,469.3,468.2,519.0
527038,,Wilmer Flores,H,1B/2B/3B,1B/2B/3B,1B/2B/3B,489.0,468.7,414.5,429.0
435559,,Kurt Suzuki,H,C,C,C,423.2,466.8,391.8,388.0
448281,,Sean Doolittle,P,RP,RP,RP,375.8,466.5,51.6,45.0
493200,,Seunghwan Oh,P,RP,RP,RP,391.4,466.1,59.6,68.3
598264,,Matt Barnes,P,RP,RP,RP,331.2,465.6,63.5,61.7
605164,,Dylan Bundy,P,SP,SP,SP,584.9,465.2,155.8,171.7
578428,,Jose Iglesias,H,SS,SS,SS,461.1,464.3,495.8,464.0
546991,,Albert Almora Jr.,H,OF,OF,OF,449.4,464.0,373.2,479.0
467827,,Gerardo Parra,H,1B/OF,1B/OF,1B/OF,505.2,463.8,450.6,443.0
607229,,Robert Gsellman,P,RP,SP,RP,426.4,462.0,124.3,80.0
621345,,A.J. Minter,P,RP,RP,RP,171.8,457.8,29.5,61.3
596133,,Luke Weaver,P,SP,SP,SP,395.2,456.2,93.8,136.3
608385,,Jesse Winker,H,OF,OF,OF,350.4,454.6,268.5,334.0
608337,,Lucas Giolito,P,SP,SP,SP,256.8,454.0,84.8,173.3
