playerid,PlayerName,Team,G,GS,IP,SV,HLD,FPTS,SPTS,xMLBAMID
sa3008173,Ben Madison,,1,0,1,0,0,3.8000000000000003,4,681823
sa3017685,Mason Erla,LAA,0.7056,0.0626,1,0,0,6.800000000000001,7,680451
20209,Zach Muckenhirn,,1,0,1,0,0,6.800000000000001,7,669105
sa3020816,Miguel Cienfuegos,,0.5935,0.0865,1,0,0,6.800000000000001,7,800550
sa3016795,Andrew Moore,PIT,1,0,1,0,0,3.8000000000000003,4,681097
sa3006600,Carlos Betancourt,,1,0,1,0,0,6.800000000000001,7,678640
sa876081,Fitz Stadler,,1,0,1,0,0,3.8000000000000003,4,663587
sa873729,Eury Ramos,,1,0,1,0,0,6.800000000000001,7,660756
sa3017309,Nathan Burns,,1,0,1,0,0,6.800000000000001,7,685124
sa3011337,Will Ethridge,,0.8689,0.0279,1,0,0,6.800000000000001,7,669100
sa3025189,Bridger Holmes,,1,0,1,0,0,3.8000000000000003,4,822175
sa3016908,Theo Denlinger,,1,0,1,0,0,6.800000000000001,7,690281
sa3019884,Kyle Crigger,,0.8813,0.0253,1,0,0,6.800000000000001,7,805732
sa3004736,Jacob Heatherly,,1,0,1,0,0,3.8000000000000003,4,669436
26406,Ben Peoples,TEX,1,0,1,0,0,6.800000000000001,7,687239
19309,Trevor Richards,CHW,1,0,1,0,0,6.800000000000001,7,670950
sa3022739,Skylar Hales,STL,1,0,1,0,0,6.800000000000001,7,813766
sa3007719,Tanner Myatt,,1,0,1,0,0,6.800000000000001,7,669251
sa3010824,Andrew Magno,BAL,0.9101,0.0191,1,0,0,6.800000000000001,7,687841
21728,Luis Oviedo,,0.972,0.006,1,0,0,6.800000000000001,7,665854
20198,Ben Bowden,ATH,1,0,1,0,0,6.800000000000001,7,641386
22273,Owen White,,1,0,1,0,0,6.800000000000001,7,669391
13483,Connor Sadzeck,,1,0,1,0,0,6.800000000000001,7,592712
sa3012000,Kyu-min Woo,,1,0,1,0,0,6.800000000000001,7,673555
sa3015328,Nolan Clenney,,1,0,1,0,0,6.800000000000001,7,669639
11812,Alberto Baldonado,,1,0,1,0,0,3.8000000000000003,4,593604
sa3011131,Edgar Sanchez,ATH,1,0,1,0,0,3.8000000000000003,4,673747
sa3004867,Jose Betances,,1,0,1,0,0,3.8000000000000003,4,677643
16408,Victor González,,1,0,1,0,0,3.8000000000000003,4,624647
27585,Zac Kristofak,,1,0,1,0,0,6.800000000000001,7,670219
sa3007834,Taylor Lehman,,1,0,1,0,0,3.8000000000000003,4,656647
31884,Logan VanWey,HOU,1,0,1,0,0,3.8000000000000003,4,701121
19766,Seth Elledge,ATH,1,0,1,0,0,6.800000000000001,7,676220
sa3017255,Hugh Fisher,,1,0,1,0,0,3.8000000000000003,4,676114
sa917951,Reggie Lawson,,1,0,1,0,0,3.8000000000000003,4,666156
sa3004648,Seth Corry,,1,0,1,0,0,3.8000000000000003,4,671288
sa3017149,Amilcar Chirinos,HOU,1,0,1,0,0,6.800000000000001,7,702847
sa945728,Lisandro Santos,,1,0,1,0,0,6.800000000000001,7,670873
sa3004493,Nick Kuzia,,1,0,1,0,0,6.800000000000001,7,677362
sa3017105,Walker Brockhouse,,0.7724,0.0484,1,0,0,6.800000000000001,7,700771
sa3016478,Bryan Magdaleno,TEX,1,0,1,0,0,3.8000000000000003,4,692447
sa3004872,Diosmerky Taveras,,1,0,1,0,0,6.800000000000001,7,677676
10756,Shane Greene,,1,0,1,0,0,6.800000000000001,7,572888
20379,Tyler Zuber,MIA,1,0,1,0,0,6.800000000000001,7,676604
13699,Jake Faria,,1,0,1,0,0,6.800000000000001,7,607188
sa3025165,Michael Watson,STL,1,0,1,0,0,3.8000000000000003,4,828594
sa3007252,Devin Conn,,1,0,1,0,0,6.800000000000001,7,681958
6895,Chase Anderson,TEX,0.9769,0.0049,1,0,0,6.800000000000001,7,502624
13397,Sam Selman,,1,0,1,0,0,6.800000000000001,7,572125
sa3006145,Emilio Marquez,,1,0,1,0,0,6.800000000000001,7,679892
sa3005456,Leonardo Pestana,,0.8887,0.0237,1,0,0,3.8000000000000003,4,679758
20541,Phoenix Sanders,,1,0,1,0,0,6.800000000000001,7,676637
20018,Parker Dunshee,,1,0,1,0,0,6.800000000000001,7,670161
sa3017011,Jacob DeLabio,,1,0,1,0,0,3.8000000000000003,4,700832
sa3010314,Trayson Kubo,,1,0,1,0,0,6.800000000000001,7,687840
19545,Stephen Nogosek,,1,0,1,0,0,6.800000000000001,7,668665
sa3004591,Brody Rodning,,0.7543,0.0523,1,0,0,6.800000000000001,7,676697
16537,Dusten Knight,,1,0,1,0,0,6.800000000000001,7,643400
sa3017387,Antonio Knowles,LAD,1,0,1,0,0,6.800000000000001,7,682087
sa3018151,Ryan Boyer,,1,0,1,0,0,6.800000000000001,7,801682
sa3010374,Jacob Wallace,CHC,0.8623,0.0293,1,0,0,6.800000000000001,7,686608
sa3005397,Alex Scherff,,1,0,1,0,0,6.800000000000001,7,669085
sa3017205,Taylor Broadway,,0.8574,0.0304,1,0,0,6.800000000000001,7,699479
sa3005890,Joshua Cornielly,NYM,0.9011,0.0211,1,0,0,6.800000000000001,7,681739
sa3066289,Christian Herberholz,BAL,1,0,1,0,0,6.800000000000001,7,815179
19881,Gabe Klobosits,CHC,1,0,1,0,0,6.800000000000001,7,656620
sa3011368,Zach Bryant,TEX,1,0,1,0,0,6.800000000000001,7,687926
21111,Miguel Yajure,,0.8648,0.0288,1,0,0,6.800000000000001,7,664337
23449,Ricky Karcher,,1,0,1,0,0,3.8000000000000003,4,676689
19266,Taylor Widener,,1,0,1,0,0,6.800000000000001,7,642203
sa3006640,Andrew Pérez,,0.9167,0.0177,1,0,0,6.800000000000001,7,680970
sa3017367,Jimmy Burnette,,1,0,1,0,0,3.8000000000000003,4,694787
15288,Adam Cimber,,1,0,1,0,0,6.800000000000001,7,643256
sa3008514,Jake Haberer,,0.8005,0.0425,1,0,0,6.800000000000001,7,683065
sa738501,Ben Hecht,,1,0,1,0,0,6.800000000000001,7,643357
18600,Travis Lakins,,1,0,1,0,0,6.800000000000001,7,664042
sa3006798,Eli Lingos,,1,0,1,0,0,6.800000000000001,7,661526
sa3018179,Mitch Myers,ATH,0.6702,0.0702,1,0,0,6.800000000000001,7,688490
sa3023502,Luke Russo,PHI,0.6702,0.0702,1,0,0,6.800000000000001,7,689726
14719,Ty Buttrey,,0.8747,0.0267,1,0,0,6.800000000000001,7,621142
sa876284,Daniel Tillo,,0.5003,0.1063,1,0,0,6.800000000000001,7,664700
19891,Ryder Ryan,LAD,1,0,1,0,0,6.800000000000001,7,656924
sa3004812,Steven Jennings,,1,0,1,0,0,6.800000000000001,7,675651
sa3020321,Cy Nielson,PIT,0.8211,0.0381,1,0,0,3.8000000000000003,4,686951
sa3018296,Saul Teran,PHI,1,0,1,0,0,6.800000000000001,7,699703
13420,Matt Koch,,1,0,1,0,0,6.800000000000001,7,571863
22828,Juan Then,,1,0,1,0,0,6.800000000000001,7,672730
sa829003,Jordan Brink,,1,0,1,0,0,6.800000000000001,7,656259
sa3002982,Ignacio Feliz,,1,0,1,0,0,6.800000000000001,7,672553
15492,Stephen Gonsalves,,1,0,1,0,0,3.8000000000000003,4,624427
sa3006421,Jeffrey Colon,,0.9002,0.0212,1,0,0,6.800000000000001,7,681738
14663,Chi Chi González,,1,0,1,0,0,6.800000000000001,7,592346
16980,Daniel Mengden,,0.6858,0.0668,1,0,0,6.800000000000001,7,596043
sa3020567,Jonathan Brand,TEX,1,0,1,0,0,6.800000000000001,7,701213
sa3020470,Derek Diamond,PIT,0.7502,0.0532,1,0,0,6.800000000000001,7,682981
11294,Zach Neal,,0.6949,0.0649,1,0,0,6.800000000000001,7,594943
19493,Zach Jackson,ATH,1,0,1,0,0,3.8000000000000003,4,667427
sa3017750,Colton Johnson,,1,0,1,0,0,6.800000000000001,7,687439
sa3004222,Sam Delaplane,,1,0,1,0,0,6.800000000000001,7,676845
19541,Jimmy Lambert,,0.9777,0.0047,1,0,0,6.800000000000001,7,669424
sa3023504,Justin Lawson,NYM,1,0,1,0,0,6.800000000000001,7,803088
21896,Brailyn Marquez,,0.9324,0.0144,1,0,0,3.8000000000000003,4,666622
15885,Fernando Romero,,0.5193,0.1023,1,0,0,6.800000000000001,7,622864
sa3023064,Jaden Woods,CHW,1,0,1,0,0,6.800000000000001,7,692243
sa3022798,Landon Tomkins,PIT,1,0,1,0,0,6.800000000000001,7,814280
sa3020401,Connor Holden,,1,0,1,0,0,6.800000000000001,7,801127
sa1119694,Wyatt Sparks,,0.8936,0.0226,1,0,0,6.800000000000001,7,681183
26270,Blake Walston,ARI,0.5951,0.0861,1,0,0,6.800000000000001,7,686796
22224,Jonathan Heasley,TBR,1,0,1,0,0,6.800000000000001,7,669169
sa3016843,Peyton Alford,SEA,1,0,1,0,0,6.800000000000001,7,688230
sa869541,Luke Westphal,,0.5053,0.1053,1,0,0,6.800000000000001,7,661332
sa3011930,Seongmin Kim,BAL,1,0,1,0,0,6.800000000000001,7,612799
sa3010143,Jeremiah Burke,CHW,1,0,1,0,0,6.800000000000001,7,690319
sa3020706,Matt Brosky,,0.5341,0.0991,1,0,0,6.800000000000001,7,701630
sa3006796,Andrés Núñez,,0.9044,0.0204,1,0,0,6.800000000000001,7,656804
sa3008434,Richard Guasch,BAL,1,0,1,0,0,6.800000000000001,7,683014
14966,Reyes Moronta,,1,0,1,0,0,6.800000000000001,7,606625
14899,Taylor Williams,,1,0,1,0,0,6.800000000000001,7,592865
sa3012066,Myung-Ho Jin,,1,0,1,0,0,6.800000000000001,7,493664
17701,Jose Cuas,KCR,1,0,1,0,0,3.8000000000000003,4,621016
sa3005026,Gerald Ogando,BAL,1,0,1,0,0,6.800000000000001,7,676012
sa3020956,Emailin Montilla,,1,0,1,0,0,6.800000000000001,7,692983
sa3067414,Josh Sanders,,1,0,1,0,0,6.800000000000001,7,699560
sa3005073,Sadrac Franco,SDP,1,0,1,0,0,6.800000000000001,7,677614
sa3020451,Carson Skipper,,1,0,1,0,0,6.800000000000001,7,702297
21093,Nick Vespi,,1,0,1,0,0,6.800000000000001,7,663989
sa3014781,Luke Shilling,,0.9382,0.0132,1,0,0,6.800000000000001,7,663443
18615,Hobie Harris,BOS,1,0,1,0,0,6.800000000000001,7,665048
sa3002925,Franklin Dacosta,,1,0,1,0,0,6.800000000000001,7,672374
14467,Daniel Camarena,,1,0,1,0,0,6.800000000000001,7,547176
sa3022408,Hueston Morrill,NYY,1,0,1,0,0,6.800000000000001,7,680893
sa3014698,Stevie Emanuels,ATH,1,0,1,0,0,3.8000000000000003,4,669434
sa3016838,Jimmy Kingsbury,SEA,0.8417,0.0337,1,0,0,6.800000000000001,7,700675
27967,Andry Lara,WSN,1,0,1,0,0,6.800000000000001,7,691251
sa3007587,Adam Wolf,,0.6743,0.0693,1,0,0,6.800000000000001,7,663684
sa3017036,Michael Arias,NYY,0.8681,0.0281,1,0,0,3.8000000000000003,4,683522
19518,Tanner Tully,,1,0,1,0,0,6.800000000000001,7,668684
sa3006570,Miguel Rodriguez,,1,0,1,0,0,6.800000000000001,7,678279
20494,Braden Bristo,,1,0,1,0,0,6.800000000000001,7,668754
sa3017505,Larson Kindreich,TEX,1,0,1,0,0,3.8000000000000003,4,695465
21367,Peter Strzelecki,STL,1,0,1,0,0,6.800000000000001,7,657265
sa3002949,Juan Mejia,,0.577,0.09,1,0,0,6.800000000000001,7,672435
10657,Andrew Bellatti,,1,0,1,0,0,6.800000000000001,7,571479
sa737048,Luis Reyes,,0.8854,0.0244,1,0,0,6.800000000000001,7,642530
13942,Brent Suter,ATL,61,0,61,0,10.9307,263.60000000000014,278,608718
33827,Woo-Suk Go,MIN,0.7955,0.0435,1,0,0,6.800000000000001,7,808970
sa3020468,Chazz Martinez,KCR,1,0,1,0,0,6.800000000000001,7,681324
sa857604,Michael Boyle,,1,0,1,0,0,6.800000000000001,7,664082
sa3006544,Brayan Castillo,,1,0,1,0,0,3.8000000000000003,4,678899
sa3010563,Tyler Beck,,0.8846,0.0246,1,0,0,6.800000000000001,7,679604
34847,Tyler Davis,CHW,1,0,1,0,0,6.800000000000001,7,699823
sa3002678,Luis Pacheco,,1,0,1,0,0,6.800000000000001,7,672376
sa3010789,Cayne Ueckert,,1,0,1,0,0,6.800000000000001,7,681145
sa917637,Harold Chirino,,1,0,1,0,0,6.800000000000001,7,666785
sa3004702,Osvaldo Berrios,BOS,0.7345,0.0565,1,0,0,6.800000000000001,7,676047
sa3020476,Nate Dahle,,1,0,1,0,0,6.800000000000001,7,695242
sa3014929,Robert Kwiatkowski,,1,0,1,0,0,6.800000000000001,7,688984
sa3002794,Aldry Acosta,,1,0,1,0,0,6.800000000000001,7,672755
18105,Ryan Meisinger,,1,0,1,0,0,6.800000000000001,7,664682
sa3016749,Oscar Rayo,KCR,0.737,0.056,1,0,0,6.800000000000001,7,699325
sa874212,Nolan Blackwood,,1,0,1,0,0,6.800000000000001,7,670154
19191,Robert Dugger,,0.7939,0.0439,1,0,0,6.800000000000001,7,667498
sa3020406,Tyler Vogel,SFG,1,0,1,0,0,6.800000000000001,7,804922
27536,Evan Kravetz,,1,0,1,0,0,6.800000000000001,7,667478
sa3021720,Will Childers,MIL,1,0,1,0,0,6.800000000000001,7,682999
sa3019533,Gunnar Groen,,0.9159,0.0179,1,0,0,6.800000000000001,7,702340
22248,Paul Campbell,,0.887,0.024,1,0,0,6.800000000000001,7,669294
sa3007833,Keegan Curtis,,0.8285,0.0365,1,0,0,6.800000000000001,7,656342
sa3020234,Ian Churchill,,1,0,1,0,0,3.8000000000000003,4,686657
sa871477,Carlos Guzman,NYM,1,0,1,0,0,6.800000000000001,7,664346
sa3017916,Keyshawn Askew,,1,0,1,0,0,3.8000000000000003,4,681094
sa3005891,Benito Garcia,STL,1,0,1,0,0,6.800000000000001,7,681740
sa3028369,Will Cannon,CIN,1,0,1,0,0,3.8000000000000003,4,825756
sa917887,Joel Cesar,,1,0,1,0,0,6.800000000000001,7,666802
sa3014471,Jared Kelley,,1,0,1,0,0,3.8000000000000003,4,691721
21170,Dany Jiménez,,1,0,1,0,0,6.800000000000001,7,666204
sa3017686,Keagan Gillies,BAL,1,0,1,0,0,6.800000000000001,7,687482
sa3018279,Mitch Miller,,0.9101,0.0191,1,0,0,3.8000000000000003,4,666202
sa3020171,Tyler Woessner,,1,0,1,0,0,6.800000000000001,7,681216
29866,Chayce McDermott,NYM,19,0,19,0,0.6611,73.49999999999999,70,694646
sa3008096,Ben Onyshko,,1,0,1,0,0,6.800000000000001,7,647306
sa875247,Will Stewart,,1,0,1,0,0,3.8000000000000003,4,663489
12863,Matt Barnes,,1,0,1,0,0,6.800000000000001,7,598264
29891,James Meeker,,1,0,1,0,0,6.800000000000001,7,703231
sa1170436,Trey McGough,,0.6248,0.0798,1,0,0,6.800000000000001,7,690736
sa3017548,Justin Armbruester,NYM,1,0,1,0,0,6.800000000000001,7,701859
sa3014814,Vin Timpanelli,,1,0,1,0,0,6.800000000000001,7,695935
sa829632,Brady Puckett,,1,0,1,0,0,6.800000000000001,7,657252
sa1159711,Ryan Smith,,1,0,1,0,0,6.800000000000001,7,686768
sa3003102,Jose Montilla,,0.6133,0.0823,1,0,0,6.800000000000001,7,673387
sa3007008,Tanner Dodson,,0.8912,0.0232,1,0,0,3.8000000000000003,4,663541
26034,Anthony Maldonado,,1,0,1,0,0,6.800000000000001,7,687424
10688,Tyler Thornburg,,1,0,1,0,0,6.800000000000001,7,592804
sa3014783,Dakota Donovan,,1,0,1,0,0,6.800000000000001,7,668660
sa3022905,Jesús Broca,MIL,1,0,1,0,0,6.800000000000001,7,695871
sa3020604,Mark McLaughlin,,1,0,1,0,0,6.800000000000001,7,687202
sa3004584,Drew Strotman,,1,0,1,0,0,6.800000000000001,7,675977
sa3024519,Manuel Genao,MIA,0.5003,0.1063,1,0,0,6.800000000000001,7,808510
sa3018278,Justin King,MIA,1,0,1,0,0,3.8000000000000003,4,659381
sa3008290,Brendan Hardy,COL,1,0,1,0,0,6.800000000000001,7,682132
sa3008362,Steven Pérez,CLE,1,0,1,0,0,6.800000000000001,7,682897
sa3009997,Zach Hart,,0.8038,0.0418,1,0,0,6.800000000000001,7,687161
sa3014856,Scott Kobos,,1,0,1,0,0,3.8000000000000003,4,677040
17237,Austin Brice,,1,0,1,0,0,3.8000000000000003,4,592169
sa3007585,Austin Schulfer,PHI,0.7155,0.0605,1,0,0,6.800000000000001,7,662165
sa3007809,Theo McDowell,,1,0,1,0,0,3.8000000000000003,4,681875
sa873188,Robinson Martínez,,1,0,1,0,0,3.8000000000000003,4,660822
3281,Joe Smith,,1,0,1,0,0,6.800000000000001,7,501925
sa3006803,Michael Flynn,,0.8879,0.0239,1,0,0,6.800000000000001,7,663901
sa3018791,Cole Ayers,,0.8862,0.0242,1,0,0,6.800000000000001,7,681408
sa3017316,Sean Hunley,,1,0,1,0,0,6.800000000000001,7,695038
sa3017547,Jacob Webb,,1,0,1,0,0,6.800000000000001,7,701288
sa3015386,Edgar Portes,BAL,1,0,1,0,0,6.800000000000001,7,691341
sa3023254,Chay Yeager,TOR,0.9241,0.0161,1,0,0,6.800000000000001,7,807410
sa3017532,Bryan Pope,,1,0,1,0,0,6.800000000000001,7,675276
16933,Elieser Hernández,ATL,0.6636,0.0716,1,0,0,6.800000000000001,7,622694
sa3006407,Cristian Charle,,1,0,1,0,0,6.800000000000001,7,680606
sa3023457,Cooper Adams,BOS,0.892,0.023,1,0,0,6.800000000000001,7,822416
13690,Sal Romano,,1,0,1,0,0,6.800000000000001,7,607219
27472,Jared Shuster,STL,0.8945,0.0225,1,0,0,6.800000000000001,7,694363
sa3017256,Matt Russell,,1,0,1,0,0,6.800000000000001,7,677066
22052,Aaron Fletcher,,1,0,1,0,0,6.800000000000001,7,667465
sa1170906,Charles Hall,,1,0,1,0,0,3.8000000000000003,4,687205
sa3025376,Victor Morales,,1,0,1,0,0,6.800000000000001,7,802559
20010,Wyatt Mills,WSN,1,0,1,0,0,6.800000000000001,7,670090
25804,Randy Wynne,,1,0,1,0,0,6.800000000000001,7,691094
sa916829,Abdiel Mendoza,,0.5663,0.0923,1,0,0,6.800000000000001,7,665959
16418,Blake Taylor,,1,0,1,0,0,6.800000000000001,7,642130
sa3014450,Tyler Brown,,1,0,1,0,0,6.800000000000001,7,675973
25512,Nate Fisher,,1,0,1,0,0,6.800000000000001,7,688010
15290,Austin Pruitt,ATH,1,0,1,0,0,6.800000000000001,7,643493
sa3014978,Blake Goldsberry,,0.8318,0.0358,1,0,0,6.800000000000001,7,688910
sa978399,Victor Castaneda,,1,0,1,0,0,6.800000000000001,7,674810
sa3011245,Jacob Kostyshock,,1,0,1,0,0,6.800000000000001,7,686783
10547,Jimmy Nelson,,0.953,0.01,1,0,0,3.8000000000000003,4,519076
27861,Nick Frasso,COL,0.5935,0.0865,1,0,0,6.800000000000001,7,693308
sa3006950,Yaya Chentouf,,1,0,1,0,0,6.800000000000001,7,663506
20030,Phillip Diehl,,1,0,1,0,0,6.800000000000001,7,670426
sa3017978,Jaylen Nowlin,MIN,1,0,1,0,0,3.8000000000000003,4,701549
sa3007966,Blake Whitney,,0.7666,0.0496,1,0,0,6.800000000000001,7,681407
sa3020756,Grayson Thurman,,1,0,1,0,0,6.800000000000001,7,806362
sa3017769,Jordan Carr,,0.511,0.104,1,0,0,6.800000000000001,7,703103
22932,Prelander Berroa,CHW,33,0,33,0,0.5969,120.70000000000005,116,672860
sa3019549,Carlos Espinosa,LAA,0.6306,0.0786,1,0,0,6.800000000000001,7,800514
sa3016001,John Stankiewicz,,0.9431,0.0121,1,0,0,6.800000000000001,7,694496
31920,Tyler Schweitzer,CHW,12,0,12,0,0.5969,43.000000000000014,44,805326
sa875998,Jason Bilous,,0.8211,0.0381,1,0,0,3.8000000000000003,4,663467
sa3020749,Cole Paplham,SDP,0.8854,0.0244,1,0,0,6.800000000000001,7,800996
sa3004348,Xavier Moore,,1,0,1,0,0,3.8000000000000003,4,676713
sa3021979,Landon Sims,ARI,1,0,1,0,0,6.800000000000001,7,683085
sa3011585,Mitchell Stumpo,,1,0,1,0,0,6.800000000000001,7,686933
sa3007967,Zack Leban,,0.878,0.026,1,0,0,6.800000000000001,7,681671
sa3010566,Alec Barger,,1,0,1,0,0,6.800000000000001,7,681897
sa3014846,Grant Black,,0.7749,0.0479,1,0,0,6.800000000000001,7,667176
sa3023453,Kai Peterson,,1,0,1,0,0,3.8000000000000003,4,815322
sa3011437,Michael Cuevas,,1,0,1,0,0,6.800000000000001,7,689821
sa3017491,Kyle Virbitsky,,1,0,1,0,0,6.800000000000001,7,680223
sa3011417,Cody Scroggins,,1,0,1,0,0,6.800000000000001,7,667414
sa913150,Collin Kober,,0.9126,0.0186,1,0,0,6.800000000000001,7,676830
sa3017602,Ricardo Velez,,0.8895,0.0235,1,0,0,6.800000000000001,7,703106
sa3011145,Jimmy Robbins,,1,0,1,0,0,6.800000000000001,7,687934
sa3017272,Noah Owen,,1,0,1,0,0,6.800000000000001,7,685344
sa3008261,Blake Rivera,,1,0,1,0,0,3.8000000000000003,4,669690
sa3017271,Kolby Kubichek,,1,0,1,0,0,3.8000000000000003,4,681443
sa3010776,Jonah Dipoto,,0.8235,0.0375,1,0,0,6.800000000000001,7,665167
sa3019396,Wilmy Sanchez,NYY,1,0,1,0,0,3.8000000000000003,4,804522
sa3007611,Trey Riley,,1,0,1,0,0,3.8000000000000003,4,681803
sa3007734,Daniel Martinez,,0.5993,0.0853,1,0,0,6.800000000000001,7,681979
sa3018799,Antonio Menendez,ARI,1,0,1,0,0,6.800000000000001,7,694674
sa3004337,Alex Mauricio,NYY,1,0,1,0,0,6.800000000000001,7,676089
21290,Lucas Gilbreath,COL,1,0,1,0,0,3.8000000000000003,4,656458
sa3041350,Carter Rustad,CLE,0.8903,0.0233,1,0,0,6.800000000000001,7,686811
sa3005060,Marcelo Martinez,,0.6825,0.0675,1,0,0,6.800000000000001,7,666502
sa3016502,Jarold Rosado,CHW,1,0,1,0,0,3.8000000000000003,4,695316
sa3015094,Jordan Mikel,,0.7502,0.0532,1,0,0,6.800000000000001,7,690464
sa3016489,Eury Rosado,,0.6215,0.0805,1,0,0,6.800000000000001,7,692864
11467,A.J. Cole,,1,0,1,0,0,6.800000000000001,7,595918
22253,Sean Reynolds,,0.9184,0.0174,1,0,0,3.8000000000000003,4,669308
sa916841,Willian Suarez,,1,0,1,0,0,3.8000000000000003,4,665980
16610,J.P. Feyereisen,LAD,1,0,1,0,0,6.800000000000001,7,656420
sa3022944,Cory Wall,ATL,0.7295,0.0575,1,0,0,6.800000000000001,7,696505
sa3006358,Ivan Armstrong,,1,0,1,0,0,6.800000000000001,7,678371
sa3019862,Dylan Phillips,LAA,0.8755,0.0265,1,0,0,6.800000000000001,7,701488
30187,Mike Paredes,MIN,0.8194,0.0384,1,0,0,6.800000000000001,7,702474
sa3006956,Austin Hansen,,0.5811,0.0891,1,0,0,6.800000000000001,7,667712
sa3009593,Gabriel Barbosa,PHI,0.5465,0.0965,1,0,0,6.800000000000001,7,682858
sa3018185,Sean Sullivan,PIT,0.5374,0.0984,1,0,0,6.800000000000001,7,696155
sa3020630,Seth Clark,,1,0,1,0,0,3.8000000000000003,4,806095
sa3011126,Colin Peluse,,1,0,1,0,0,6.800000000000001,7,668761
sa3014866,Stevie Branche,,1,0,1,0,0,3.8000000000000003,4,688857
sa3017392,Hunter Dula,,1,0,1,0,0,6.800000000000001,7,702471
sa3015035,Jack Dashwood,,0.8524,0.0314,1,0,0,6.800000000000001,7,669081
sa3029168,Dennis Colleran Jr.,KCR,1,0,1,0,0,3.8000000000000003,4,701207
sa3020592,Eric Adler,,0.9068,0.0198,1,0,0,3.8000000000000003,4,688328
sa3020376,Jaycob Deese,PIT,1,0,1,0,0,6.800000000000001,7,671600
12808,Mike Clevinger,,43.62,1.62,51.0731,0,0.6537,190.10000000000008,198,605182
sa3017780,Evan Shawver,COL,1,0,1,0,0,3.8000000000000003,4,686900
sa3020685,Jake Pilarski,,1,0,1,0,0,6.800000000000001,7,702355
sa923839,Jose Bravo,,0.6545,0.0735,1,0,0,6.800000000000001,7,670986
sa3016839,Kenyon Yovan,LAA,0.8491,0.0321,1,0,0,6.800000000000001,7,668719
sa3002812,Dayeison Arias,,1,0,1,0,0,6.800000000000001,7,674375
sa3017072,Justin Kelly,,1,0,1,0,0,6.800000000000001,7,702124
sa3017592,Luke Albright,,1,0,1,0,0,3.8000000000000003,4,681475
sa3020176,Garrett Irvin,,1,0,1,0,0,3.8000000000000003,4,687868
sa3003132,Frainger Aranguren,,0.8145,0.0395,1,0,0,6.800000000000001,7,674287
2608,Jhoulys Chacín,,1,0,1,0,0,6.800000000000001,7,468504
sa3023172,LJ McDonough,ATL,1,0,1,0,0,3.8000000000000003,4,690229
sa3017270,Ray Gaither,,0.9332,0.0142,1,0,0,6.800000000000001,7,668877
sa3015148,Johzan Oquendo,,1,0,1,0,0,3.8000000000000003,4,688016
sa3020312,Marquis Grissom Jr.,,1,0,1,0,0,6.800000000000001,7,671726
sa875768,Kyle Wilson,,0.516,0.103,1,0,0,6.800000000000001,7,663819
sa3020380,Jake Pfennigs,,1,0,1,0,0,6.800000000000001,7,680865
sa3011679,Joe Nahas,,1,0,1,0,0,6.800000000000001,7,687481
sa3020490,Jack Dallas,PHI,0.7122,0.0612,1,0,0,6.800000000000001,7,806585
20041,Ronald Bolaños,,1,0,1,0,0,6.800000000000001,7,671790
sa3023062,Zane Morehouse,CLE,1,0,1,0,0,3.8000000000000003,4,689557
20962,Elvin Rodríguez,,0.6289,0.0789,1,0,0,6.800000000000001,7,660730
sa3010825,Justin Yeager,TBR,1,0,1,0,0,6.800000000000001,7,687866
sa3017308,Alaska Abney,,1,0,1,0,0,6.800000000000001,7,685095
sa3005229,Matt Givin,,1,0,1,0,0,6.800000000000001,7,676769
sa3011533,Nick Morreale,,1,0,1,0,0,6.800000000000001,7,687159
sa3017305,Caden Monke,KCR,1,0,1,0,0,3.8000000000000003,4,681387
sa3019506,Ryan Middendorf,,1,0,1,0,0,6.800000000000001,7,805437
31533,Victor Mederos,ATL,18,0,18,0,0.6516,57.500000000000014,59,682989
sa3020840,Tyler Cleveland,SEA,1,0,1,0,0,6.800000000000001,7,804663
12800,Noé Ramirez,,1,0,1,0,0,6.800000000000001,7,598287
sa3020254,Mark Adamiak,ATH,1,0,1,0,0,6.800000000000001,7,686672
sa3020611,Eric Reyzelman,NYY,1,0,1,0,0,3.8000000000000003,4,801432
sa3011527,Houston Roth,SEA,1,0,1,0,0,6.800000000000001,7,674175
sa3017193,Jason Ruffcorn,SEA,1,0,1,0,0,6.800000000000001,7,674022
sa3020487,Stefan Raeth,,0.8574,0.0304,1,0,0,6.800000000000001,7,806288
sa3010259,Andrew Bash,ATH,0.6562,0.0732,1,0,0,6.800000000000001,7,687856
sa3011726,Indigo Diaz,,1,0,1,0,0,6.800000000000001,7,666301
sa3009205,Breidy Encarnación,,1,0,1,0,0,6.800000000000001,7,682697
sa3018169,Jack Leftwich,CLE,0.9571,0.0091,1,0,0,6.800000000000001,7,676393
sa3023040,Bayden Root,,1,0,1,0,0,6.800000000000001,7,694843
sa3020755,Jackson Kelley,CHW,0.9431,0.0121,1,0,0,6.800000000000001,7,805958
sa3017820,Houston Harding,,1,0,1,0,0,6.800000000000001,7,699613
sa3017129,J.J. Niekro,,0.7213,0.0593,1,0,0,6.800000000000001,7,673908
sa3010364,M.D. Johnson,,1,0,1,0,0,6.800000000000001,7,668724
19548,JD Hammer,,1,0,1,0,0,6.800000000000001,7,670456
12361,Spencer Patton,,1,0,1,0,0,6.800000000000001,7,607359
