Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Clayton Kershaw,LAD,16.08639907836914,8.197199821472168,27.32349967956543,2.311452348425083,32,32,0,0,,218.07899475097656,867.8029785,170.2709961,63.43080139160156,56.00880051,15.924599647521973,47.555599212646484,,4.9309000968933105,250.447998,10.335850937848205,1.9625933868713497,5.266425031,0.6571994565150845,0.288600067,0.054799995,0.23380007197172276,0.20884037111521586,0.9988426237709492,0.2811697181525861,0.7896184301922423,,,2.5067141478885695,6.024355424872657,,,,,,,,,1318.6438938140868,6.046634135,1226.8116765022278,5.625538020766826,,,,,,,,,,,,,,,,,,,Clayton Kershaw,2036,477132
Chris Sale,CHW,14.374199867248535,9.479999542236328,23.60219955444336,3.0252851700973378,32,32,0,0,,210.64500427246094,855.5859985351562,173.96499633789062,77.68939971923828,70.80680084228516,20.881999969482422,52.361900329589844,,9.609900475,242.5590057373047,10.363554830913902,2.2372099665689498,4.632356813074524,0.8922025014286665,0.2835004384744357,0.061200043501457885,0.2223003949729778,0.21920600316282784,1.0744470178591827,0.2887414880106041,0.7541524973819308,,,3.0005775079876917,5.0699342930841205,,,,,,,,,1148.8180505752564,5.4538110435759775,1080.961630821228,5.131674660667704,,,,,,,,,,,,,,,,,,,Chris Sale,10603,519242
Félix Hernández,SEA,14.73639965057373,9.206800461,24.17460060119629,2.9338701299672576,32,32,0,0,,212.18699645996094,856.2830200195312,183.0030059814453,77.09310150146484,69.16989899,15.892800331115723,46.41059875488281,,6.431499958,219.3800048828125,9.305094453881296,1.968524913,4.726937612709246,0.6740997580736849,0.2562003446918854,0.054200069,0.20200027570788964,0.22777406667790012,1.081185975407394,0.29412105487290297,0.7352664332533665,,,2.785259607609128,4.883698710828811,,,,,,,,,1179.1282278060914,5.557023981102393,1134.5622916221619,5.346992561046267,,,,,,,,,,,,,,,,,,,Felix Hernandez,4772,433587
Corey Kluber,CLE,14.001099586486816,9.616200447,22.491899490356445,3.1531542630746254,32,32,0,0,,206.58599853515625,843.8969727,181.81399536132812,79.81169891357422,72.37750244140625,17.90180015563965,50.04309844970703,,6.778200149536133,214.35000610351562,9.338242032909811,2.1801471989434824,4.283308043344596,0.7798989406019136,0.25400020742914575,0.059300009,0.19470019798345312,0.23099938335555723,1.1223272412219085,0.2954310452725682,0.7352484751200695,,,3.0087553461848997,4.549949052085827,,,,,,,,,1094.063975715637,5.295925103701799,1058.4427070617676,5.1234968224704955,,,,,,,,,,,,,,,,,,,Corey Kluber,2429,446372
Max Scherzer,WSN,14.60159969329834,9.017299652,23.202800750732422,2.9545638699013606,32,32,0,0,,206.6580047607422,841.7849731445312,167.19900512695312,74.24849700927734,67.84269714355469,19.134300231933594,54.96860122680664,,5.877299785614014,240.3300018310547,10.466422624101426,2.393894258361865,4.372132389533181,0.833302839,0.28550046567508747,0.06530005,0.22020041521033684,0.21409993569724764,1.0750496048337144,0.2839345513789542,0.7570857956597727,,,2.893324101644993,4.48309826,,,,,,,,,1157.3222296714782,5.600180989898578,1082.6664214134216,5.238928067010402,,,,,,,,,,,,,,,,,,,Max Scherzer,3137,453286
David Price,DET,14.807299613952637,9.428600311279297,23.932600021362305,3.233034361134434,32,32,0,0,,217.17300415039062,884.6160278320312,199.7949981689453,85.70159912109375,78.01419830322266,22.004499435424805,41.400001525878906,,5.634099960327148,202.48899841308594,8.391471089361433,1.715682919203381,4.8910384287428395,0.9119019911962987,0.22890044046492686,0.046799967695972874,0.18210047276895397,0.23853785747336304,1.110612254218294,0.28999160719651274,0.7390767670274526,,,3.2343956205072995,4.180162912635055,,,,,,,,,1080.8335847854614,4.976832129821221,1063.6822204589844,4.897856548148096,,,,,,,,,,,,,,,,,,,David Price,3184,456034
Stephen Strasburg,WSN,13.217000007629395,8.947099685668945,20.31679916381836,3.089747766127558,30.780000686645508,30.780000686645508,0,0,,189.28399658203125,773.8519897460938,160.89199829101562,71.63220215,64.98220062,16.13960075378418,46.972801208496094,,6.768899917602539,207.08299255371094,9.846299563818086,2.233444023321077,4.408572348805446,0.7673993016155853,0.26760025857355013,0.060699981,0.20690027740026634,0.22342688451146256,1.0981636231958363,0.2913181366791434,0.7353217957630861,,,2.904414249398224,4.0115412629894145,,,,,,,,,1036.8061716079712,5.477516273588632,989.5460548400879,5.227837919257172,,,,,,,,,,,,,,,,,,,Stephen Strasburg,10131,544931
Matt Harvey,NYM,11.215999603271484,9.04640007,19.581100463867188,3.0181930969515935,27.540000915527344,27.540000915527344,0,0,,176.65499877929688,723.4050293,147.6649932861328,65.40350341796875,59.24209976196289,15.049099922180176,47.599998474121094,,6.088200092315674,193.6560059,9.866146244250151,2.4250657452513384,4.068403614858535,0.7667028968075525,0.26770066286047534,0.065799927,0.20190073536980435,0.22048869986600073,1.1053465404859975,0.2876627343451125,0.7454895667892668,,,2.9589815720540575,3.9222626933536944,,,,,,,,,964.4614953994751,5.459576587495385,913.8841109275818,5.173270596601338,,,,,,,,,,,,,,,,,,,Matt Harvey,11713,518774
Jon Lester,CHC,13.505000114440918,10.213000297546387,22.38450050354004,3.261227716231935,32,32,0,0,,208.26300048828125,862.7310180664062,188.0229949951172,83.22399902,75.46589660644531,19.326799392700195,54.697200775146484,,6.051199913024902,200.5850067138672,8.668198653588423,2.3637170588254257,3.6671896161276636,0.8351996952242569,0.23250005217550637,0.063400063,0.16909998931728615,0.23444771859243538,1.1654503930184243,0.28982074403260555,0.7395632811675741,,,3.2874577532580296,3.9117753128639405,,,,,,,,,1033.4915954589844,4.962434964616473,1008.9914216995239,4.844794415397366,,,,,,,,,,,,,,,,,,,Jon Lester,4930,452657
Madison Bumgarner,SFG,13.265000343322754,10.337699890136719,23.153200149536133,2.9513521238361218,32,32,0,0,,206.28399658203125,844.3880004882812,176.98500061035156,74.91459655761719,67.64630126953125,17.320999145507812,51.000999450683594,,6.581200122833252,209.32400512695312,9.132633056163506,2.2251313851853847,4.104311824895961,0.755700854,0.24790026031387002,0.060399958,0.18750030268634402,0.22494114863487713,1.1052044939917278,0.2850324450084622,0.7513200993771615,,,3.0317672886588456,3.875801121504958,,,,,,,,,1099.1936951637267,5.328545662177044,1052.1484055519104,5.10048488,,,,,,,,,,,,,,,,,,,Madison Bumgarner,5524,518516
Zack Greinke,LAD,13.379899978637695,9.806300163269043,21.74090003967285,3.025613670183581,32,32,0,0,,199.2050018310547,815.4099731445312,176.9340057373047,74.52239990234375,66.96859741210938,18.25819969177246,46.152198791503906,,5.078400135040283,187.54400634765625,8.473161023137397,2.0851373474839217,4.063598512281087,0.8248979479205788,0.22999964744656626,0.056599993023783435,0.17339965442278282,0.23153465234306772,1.1198825455096129,0.28417316303089013,0.7521276369644554,,,3.212372546811854,3.603138205569098,,,,,,,,,1010.9089583396913,5.074716744296616,980.0646290779114,4.919879621843542,,,,,,,,,,,,,,,,,,,Zack Greinke,1943,425844
