Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",13.187600135803223,8.652199745178223,21.132600784301758,2.792059997842242,30.780000686645508,30.780000686645508,0,0,,188.10440063476562,758.791015625,146.92320251464844,64.55599975585938,58.35541915893555,15.54996395111084,55.321998596191406,0.43630000948905945,7.520400047302246,241.2425994873047,11.542438071937708,2.6469236534900116,4.360699280736268,0.7440000079090756,0.31793022653094843,0.07290808332861434,0.2450221432023341,0.21111214093921057,1.0751752772840801,0.2991493285897447,0.7629256651541065,0.470836385010402,,2.6784078811418484,5.806405818408368,,,,,,,,,1112.6656846046446,5.915149676721602,1032.3304748535156,5.488071897147947,4.2,3.73,3.43,3.19,2.98,2.78,2.59,2.38,2.11,3.71,3.47,3.31,3.17,3.05,2.94,2.82,2.69,2.52,"Paul Skenes","33677",694973
"Tarik Skubal","DET",13.252599716186523,9.517499923706055,21.636600494384766,2.917990343372919,32,32,0,0,,196.23399353027344,787.1400146484375,160.24119567871094,69.8739013671875,63.62321090698242,19.885046005249023,45.21179962158203,0.30149999260902405,7.986299991607666,228.3643035888672,10.473612116458979,2.0735764954580307,5.050989022782818,0.9120000608846185,0.29011903770495284,0.0574380653761772,0.23268097232877566,0.21832953316341838,1.0469796369332782,0.2889814661790902,0.7633359233225062,0.43530601394355206,,2.9696295304046414,5.210633347651694,,,,,,,,,1088.0526858329774,5.544669739726421,1019.7986779212952,5.196850247885154,4.27,3.83,3.55,3.32,3.12,2.93,2.74,2.54,2.28,3.72,3.53,3.4,3.29,3.19,3.09,2.99,2.88,2.73,"Tarik Skubal","22267",669373
"Jacob deGrom","TEX",11.16189956665039,6.844600200653076,16.513700485229492,2.8775797809792785,25.920000076293945,25.920000076293945,0,0,,152.0175018310547,602.2880249023438,116.16390228271484,52.70479965209961,48.60472106933594,17.211759567260742,30.264400482177734,0.30169999599456787,4.92549991607666,205.94569396972656,12.19274901509332,1.7917647708900641,6.804882657133915,1.0190000114427742,0.3419388821537985,0.05024904901120169,0.2916898331425968,0.20483915792226745,0.9632331869762358,0.2877011969454432,0.7661415343291227,0.3835453680370598,,2.6233264480761234,5.067818044596592,,,,,,,,,917.520411682129,6.035623534333693,842.6563215255737,5.543153330213672,4.34,3.82,3.48,3.22,2.99,2.78,2.57,2.34,2.06,3.77,3.52,3.35,3.21,3.08,2.96,2.84,2.7,2.52,"Jacob deGrom","10954",594798
"Garrett Crochet","BOS",12.522899627685547,8.277999877929688,17.40880012512207,3.0291192462684675,30.780000686645508,30.780000686645508,0,0,,170.13819885253906,683.2860107421875,132.66709899902344,62.48590087890625,57.26321029663086,16.59792709350586,51.82929992675781,0.3921999931335449,6.531499862670898,220.16290283203125,11.646215481601772,2.7416753115219605,4.24784635607953,0.8780000308515282,0.3222119279054017,0.07585300900637591,0.24635891889902578,0.21229276187587254,1.0843913957599058,0.2990206664464088,0.7566106097083609,0.4408656354357435,,2.875714068920338,4.760660906822241,,,,,,,,,975.1771171569823,5.73167650612183,900.1613483428955,5.290765709369457,4.48,3.99,3.67,3.41,3.19,2.98,2.78,2.55,2.27,3.92,3.68,3.52,3.39,3.27,3.16,3.04,2.91,2.73,"Garrett Crochet","27463",676979
"Zack Wheeler","PHI",13.415800094604492,9.482099533081055,20.562700271606445,3.3285997714386912,32,32,0,0,,198.51800537109375,809.6170043945312,171.0789031982422,79.98799896240234,73.4207763671875,22.961915969848633,51.0713996887207,0.8177000284194946,8.658900260925293,212.414306640625,9.630001853947663,2.315369814134829,4.15916360106217,1.0410000006917715,0.2623639393536184,0.06308093754393689,0.1992830018096815,0.22813966721131013,1.1190435974394,0.2878794358091679,0.7482083948117805,0.42617042680917977,,3.4327890940462904,4.6421953595372,,,,,,,,,987.4342384338379,4.97402861059382,939.7228326797485,4.733690684243505,4.72,4.27,3.97,3.74,3.53,3.33,3.13,2.92,2.64,4.12,3.93,3.8,3.7,3.6,3.51,3.41,3.3,3.15,"Zack Wheeler","10310",554430
"Chris Sale","ATL",13.837499618530273,7.8881001472473145,19.968599319458008,3.071899609290494,30.780000686645508,30.780000686645508,0,0,,186.7720947265625,754.3300170898438,152.5561065673828,69.53130340576172,63.74945831298828,19.424299240112305,47.395301818847656,0.5220000147819519,8.974300384521484,229.89939880371094,11.078178419868278,2.2838407257471554,4.850679075373817,0.9360000669101466,0.3047729688534044,0.06283099007738768,0.2419419787760167,0.21857415308029543,1.0705636121871562,0.29674746254431805,0.7549321357287588,0.4258502602201046,,2.9620911037838846,4.5583989535355895,,,,,,,,,1037.2387342453003,5.553499497683716,972.034574508667,5.2043886745059105,4.47,4.01,3.7,3.46,3.25,3.05,2.85,2.63,2.36,3.91,3.7,3.55,3.43,3.32,3.22,3.11,2.98,2.82,"Chris Sale","10603",519242
"Cole Ragans","KCR",12.031200408935547,9.542900085449219,17.83489990234375,3.5033401258750723,30.780000686645508,30.780000686645508,0,0,,182.63259887695312,763.1950073242188,156.0731964111328,77.17510223388672,71.09156799316406,19.35905647277832,68.97380065917969,0.5503000020980835,6.481800079345703,207.34559631347656,10.217838317454827,3.398978110971584,3.0061500791878,0.9540000488762228,0.2716810177263024,0.0903750679672337,0.18130594975906866,0.22693653281547982,1.2322389236870885,0.2965376011497574,0.7470378353074707,0.40763322091840126,,3.5133145937841426,3.725380233244867,,,,,,,,,895.8989168167116,4.905470996556942,849.8196506500244,4.653165184505652,4.99,4.5,4.18,3.93,3.7,3.49,3.28,3.04,2.75,4.37,4.16,4.01,3.89,3.78,3.67,3.56,3.44,3.27,"Cole Ragans","21846",666142
"Tyler Glasnow","LAD",10.526300430297852,6.4217000007629395,14.765800476074219,3.216749341812952,24.299999237060547,24.299999237060547,0,0,,143.6885986328125,579.6229858398438,116.73870086669922,55.96689987182617,51.356689453125,16.141019821166992,40.79330062866211,0.24289999902248383,3.5566000938415527,178.1280059814453,11.157127768569625,2.555106731858122,4.366599496395969,1.011000035999582,0.3073170152549196,0.07037902503047688,0.23693799022444273,0.21809185649808696,1.0963430849369253,0.2950043505279395,0.7526988732696911,0.44894727715167715,,3.0734100967183102,3.7154007312455937,,,,,,,,,784.4467736244203,5.4593529416277935,731.8160452842712,5.093069681571484,4.77,4.24,3.89,3.62,3.38,3.15,2.93,2.69,2.39,4.09,3.87,3.71,3.59,3.48,3.37,3.25,3.12,2.95,"Tyler Glasnow","14374",607192
"Corbin Burnes","ARI",12.218899726867676,9.776700019836426,18.389999389648438,3.685880545105666,30.780000686645508,30.780000686645508,0,0,,189.84860229492188,792.68701171875,178.1074981689453,84.67400360107422,77.75102996826172,20.039573669433594,53.73149871826172,0.24969999492168427,7.150000095367432,192.58099365234375,9.129532279508673,2.5472059452569935,3.584135902520271,0.9499999517759239,0.24294707848786176,0.06778400292160454,0.1751630755662572,0.2433809188754186,1.2211783183268046,0.30445398281321595,0.7221631073337218,0.4576865482964217,,3.4719703962757036,3.707338781395296,,,,,,,,,897.830896472931,4.729194134798992,891.2460446357727,4.6945093820140915,5.19,4.71,4.4,4.14,3.92,3.71,3.49,3.26,2.96,4.54,4.35,4.21,4.1,3.99,3.89,3.79,3.67,3.51,"Corbin Burnes","19361",669203
"Sonny Gray","STL",12.098400115966797,9.599599838256836,18.50469970703125,3.407900102669201,30.780000686645508,30.780000686645508,0,0,,184.7655029296875,764.125,164.3311004638672,76.46810150146484,69.96248626708984,19.687789916992188,51.486000061035156,0.4316999912261963,6.828199863433838,197.34300231933594,9.61265492049083,2.507903224367881,3.8329449187233724,0.95899995639532,0.25826010445847986,0.0673790283802194,0.19088107607826044,0.2328259930937322,1.1680594975948055,0.2959272233459664,0.7402172328169985,0.44740266632183123,,3.3623922374971214,3.665864561936149,,,,,,,,,917.5874493598938,4.966227108472092,887.629650592804,4.804087540792674,4.88,4.41,4.1,3.85,3.63,3.42,3.21,2.98,2.69,4.26,4.06,3.92,3.81,3.7,3.6,3.49,3.37,3.21,"Sonny Gray","12768",543243
