Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mike Trout","LAA",51.70000076293945,233.96099853515625,183.2530059814453,54.505401611328125,28.16080093383789,10.287199974060059,0.9122999906539917,15.145000457763672,43.33089828491211,38.119598388671875,43.35540008544922,5.848999977111816,47.04669952392578,4.211299896240234,1.674299955368042,1.4675999879837036,,4.712299823760986,1.5959999561309814,0.2974325104213946,0.1853103737669952,0.2010877873598077,0.9215396727968274,0.43903111045709015,0.6114611986027675,0.4266292845079811,1.0504923090598577,0.31402868818137286,4.81958496490851,0.32069260462164406,0.9919999837875366,0.09550191434665489,51.01370345553179,21.57728587603553,169.93562972794487,1.0875018981341915,,22.000000973924156,0.2070000171661377,2.978626772854078,,,,,,,,446.5579069495201,8.637483565950543,446.5579069495201,8.637483565950543,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Alex Bregman","HOU",54.45000076293945,239.24400329589844,200.19200134277344,57.5807991027832,31.161399841308594,13.835399627685547,0.7663000226020813,11.817700386047363,37.50579833984375,38.6875,33.698699951171875,0.7177000045776367,30.849599838256836,3.1101999282836914,1.729699969291687,0.5138000249862671,,2.1946001052856445,0.963100016117096,0.28762787082682695,0.1408549409261185,0.12894617801601432,1.0923545241381656,0.395381649906352,0.5414896698248554,0.3908496727273366,0.9368713197312073,0.2538617989980284,3.7834629713660073,0.2873584554282867,0.14100000262260437,-0.12682662573601,44.766216687926736,14.665103987511394,148.64107377522805,0.014173376886594369,,14.887502670439629,0.4050000309944153,2.3255920130832246,,,,,,,,389.73718610405916,7.157707633483225,389.73718610405916,7.157707633483225,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Francisco Lindor","CLE",54.279998779296875,243.6999969482422,218.33799743652344,63.647499084472656,36.27370071411133,14.05739974975586,0.757099986076355,12.559399604797363,37.040401458740234,38.36600112915039,20.707199096679688,2.6807000637054443,34.571800231933594,1.9495999813079834,1.7553000450134277,0.9498000144958496,,7.263999938964844,2.6459999084472656,0.2915090356774782,0.08497004249482018,0.14186212829241876,0.5989621297635717,0.35552734843628675,0.5353964951749944,0.3666015455032108,0.8909238436112812,0.24388745949751622,5.071200178739665,0.2953716460157043,-0.04399999976158142,0.17848880474418927,40.49196161833239,9.830206371923362,129.6118539564382,0.13448880498260785,,9.357762607015538,5.519000053405762,2.3008623346732384,,,,,,,,375.5914802908897,6.9195189524238785,375.5914802908897,6.9195189524238785,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Cody Bellinger","LAD",54.369998931884766,233.5500030517578,198.67300415039062,57.43239974975586,29.849899291992188,11.227399826049805,1.2714999914169312,15.083600044250488,36.423301696777344,41.83599853515625,31.484600067138672,5.838699817657471,42.68009948730469,1.4012999534606934,1.6031999588012695,0.38749998807907104,,4.413400173187256,1.750599980354309,0.2890800388072903,0.1348088189070212,0.1827450178960015,0.7376880664606663,0.3873626896079087,0.5861571359095774,0.39383562872982053,0.9735198255174862,0.29707709710228714,4.703046568180219,0.297158483257411,0.42500001192092896,-0.003289565191084698,44.3035967289482,14.918889625763589,146.804239826717,0.42171044672984426,,14.843884645145867,0.25300000607967377,2.190654388086131,,,,,,,,406.6827647566795,7.4799112147523745,406.6827647566795,7.4799112147523745,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Mookie Betts","LAD",53.7599983215332,248.9239959716797,213.22500610351562,59.95819854736328,33.2244987487793,13.931900024414062,1.3569999933242798,11.44480037689209,39.64509963989258,30.958999633789062,29.8080997467041,2.240299940109253,36.60219955444336,1.9914000034332275,1.5645999908447266,2.3350000381469727,,6.328199863433838,1.6821999549865723,0.28119684291745317,0.11974779542786786,0.14704166792585005,0.8143800129379252,0.37210767273459444,0.5202884141613796,0.37068867141477985,0.892396086895974,0.23909157124392644,5.617685543853011,0.29094782243621314,1.281999945640564,0.3966183266154455,42.23939312216913,10.92036671667125,131.6390173097067,1.6786182722560095,,12.069572069122092,1.9060001373291016,2.129424495956381,,,,,,,,380.97135845422736,7.086521025831801,380.97135845422736,7.086521025831801,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"José Ramírez","CLE",53.369998931884766,238.656005859375,207.26100158691406,58.0786018371582,30.945499420166016,14.52750015258789,1.2496999502182007,11.355899810791016,37.80099868774414,35.45930099487305,26.481000900268555,2.147900104522705,30.37190055847168,1.9091999530792236,1.7527999877929688,1.2517999410629272,,8.652799606323242,2.91510009765625,0.28021963317977683,0.110958870718184,0.12726225115980502,0.8718914659057175,0.3642263896402097,0.5267425998295155,0.3684990124376551,0.8909689894697252,0.24652296664973872,5.6659184046844215,0.27929833751592237,1.1100000143051147,0.3370704861703746,40.04531924640714,10.018186987969507,130.8951615900892,1.4470705004754894,,10.870886931326032,1.8510000109672546,2.0738487727578234,,,,,,,,367.426308619976,6.884510323654232,367.426308619976,6.884510323654232,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Christian Yelich","MIL",53.869998931884766,239.5800018310547,203.7259979248047,62.39590072631836,35.93109893798828,12.402899742126465,1.2095999717712402,12.852299690246582,36.91630172729492,38.000701904296875,30.78219985961914,4.07289981842041,48.68939971923828,2.6354000568389893,1.7999999523162842,0.6367999911308289,,7.8850998878479,2.490000009536743,0.30627362909935874,0.12848401212270594,0.20322814653608995,0.6322156370199897,0.40098793827298435,0.5682872990087098,0.39786065513381114,0.9692752372816942,0.26201366990935104,5.354109103412068,0.3440903040355326,0.8270000219345093,0.3509474887508477,46.281031542376326,16.13764430368801,145.459442275837,1.177947510685357,,15.54740363662535,-2.3800000995397568,2.0219495918074273,,,,,,,,417.62828183174133,7.752520700061756,417.62828183174133,7.752520700061756,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Matt Chapman","OAK",53.959999084472656,238.31399536132812,208.24600219726562,53.15620040893555,26.933700561523438,12.59570026397705,1.1526000499725342,12.474200248718262,33.323299407958984,36.347198486328125,24.617700576782227,0,56.628501892089844,3.098099946975708,1.798200011253357,0.5543000102043152,,0.9045000076293945,0.45969998836517334,0.25525676290573956,0.10329943291604522,0.2376213860467177,0.43472279425108634,0.340141318991139,0.5065148964269202,0.35298052448247413,0.8466562154180591,0.2512581335211806,3.7302181869668463,0.2886445804867474,0.6650000214576721,-0.13826653498738817,36.79110192119406,6.807000611932199,124.4169569345501,0.526733486470284,,7.963858189981574,3.6039999127388,1.9605593631650344,,,,,,,,333.36234509944916,6.177953127419092,333.36234509944916,6.177953127419092,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Anthony Rendon","LAA",52.189998626708984,230.56100463867188,199.14199829101562,56.752201080322266,32.921600341796875,13.169099807739258,0.8533999919891357,9.808099746704102,32.404300689697266,34.90700149536133,26.352699279785156,2.3055999279022217,33.747100830078125,2.997299909591675,1.7526999711990356,0.3167000114917755,,1.4239000082015991,0.6366999745368958,0.28498358742683494,0.11429816295728021,0.14636950807429705,0.7808877987023263,0.37395953619215017,0.5074389118682366,0.3673549106241074,0.8813984480603868,0.2224553244414017,3.429715166410155,0.2983618355479507,0.4359999895095825,-0.12301480582248381,38.45899832079404,9.450359904197926,129.84678543547014,0.3129851836870987,,9.108219175896263,2.3459999561309814,1.9222920387174163,,,,,,,,342.8938824295997,6.570107136468075,342.8938824295997,6.570107136468075,,,,,,,,,,,,,,,,,,,"Anthony Rendon","12861",543685
"Josh Donaldson","MIN",52.150001525878906,225.44500732421875,188.53399658203125,50.75669860839844,27.152599334716797,10.733699798583984,0.22269999980926514,12.64780044555664,34.457801818847656,37.62269973754883,32.929901123046875,0.6762999892234802,52.34519958496094,2.0290000438690186,1.5422999858856201,0.41029998660087585,,1.3324999809265137,0.5931000113487244,0.26921775132642545,0.14606622481414933,0.23218611139913978,0.6290911369933494,0.38089863558284853,0.5297681188765422,0.3800453506764858,0.9106667544593907,0.26055036755011673,2.882772288728725,0.3046681628785457,-0.017999999225139618,-0.1255175224696396,40.078696567387176,11.713740791174365,138.80383727043153,-0.14351752169477922,,11.037447151460812,0.568000003695488,1.919012217621264,,,,,,,,352.73773266077035,6.763906468645602,352.73773266077035,6.763906468645602,,,,,,,,,,,,,,,,,,,"Josh Donaldson","5038",518626
"George Springer","HOU",52.2400016784668,242.1280059814453,207.9290008544922,56.927398681640625,33.62630081176758,9.9975004196167,0.8676999807357788,12.43589973449707,39.285701751708984,31.746299743652344,27.465700149536133,0.24210000038146973,48.4901008605957,2.9054999351501465,1.5090999603271484,2.3183000087738037,,2.8722000122070312,1.1675000190734863,0.2737828703437005,0.11343462743273439,0.20026638663315793,0.5664187053043535,0.36403341504635894,0.50963550103986,0.36621817415934343,0.873668916086219,0.23585263069615947,4.5993509471735745,0.29958164271677196,0.3370000123977661,-0.07265888436476042,40.150528587122025,9.686557513372334,131.98213254849935,0.2643411280330057,,10.1616340305987,-0.3270000219345093,1.8056106852816771,,,,,,,,355.00231059789655,6.79560297074469,355.00231059789655,6.79560297074469,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Rafael Devers","BOS",54.130001068115234,238.8489990234375,216.39999389648438,64.5885009765625,36.058998107910156,15.119000434875488,0.9316999912261963,12.478799819946289,36.41709899902344,38.96689987182617,18.287099838256836,2.149600028991699,42.760398864746094,1.4330999851226807,1.7589999437332153,0.9692999720573425,,3.3743999004364014,1.669600009918213,0.2984681275335831,0.07656343511183139,0.1790269125664209,0.4276643886344493,0.354418137633211,0.5499413197213509,0.3713997641559988,0.9043594573545619,0.25147319218776776,4.255526657162433,0.31984880110407493,0.7120000123977661,-0.16871271098081553,40.676602852742796,10.62518865243066,128.58874342668008,0.5432873014169506,,9.27063887232189,0.45399999618530273,1.783410673389453,,,,,,,,372.64920034408567,6.884337576035836,372.64920034408567,6.884337576035836,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Juan Soto","WSN",54.27000045776367,235.9739990234375,195.24000549316406,56.958099365234375,32.00740051269531,11.101799964904785,1.2699999809265137,12.578900337219238,34.88359832763672,37.74480056762695,37.25210189819336,1.6518000364303589,44.92020034790039,1.4157999753952026,1.7010999917984009,0.3646000027656555,,3.1659998893737793,1.3503999710083008,0.29173375211377284,0.15786528199021363,0.19036080472340008,0.8292950968535596,0.40586734060340396,0.5548893602031504,0.39867577138006366,0.9607567008065543,0.26315560808937755,4.23388017825174,0.3182627723383475,0.13899999856948853,-0.10498988747335503,45.750705774774,16.061017251266637,145.62341817680073,0.0340101110961335,,14.238238159667844,-3.412000060081482,1.7833738917986506,,,,,,,,399.6392194032669,7.363906689374202,399.6392194032669,7.363906689374202,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
