Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ronald Acuña Jr.","ATL",150,695.0490112304688,594.552978515625,189.0001983642578,113.86530303955078,34.28340148925781,2.7581000328063965,38.09339904785156,134.739501953125,99.44930267333984,79.09660339355469,3.4751999378204346,107.9708023071289,10.425700187683105,4.333799839019775,6.639900207519531,,56.062400817871094,14.634200096130371,0.3178862190483347,0.11380003728589916,0.15534271765380192,0.7325740080041272,0.40458865121630805,0.5770385730207482,0.41463104195801526,0.9816272242370563,0.25915235397241354,6.940469289300362,0.3332581169346557,2.078000068664551,3.49535598140567,140.25084795596987,55.56317117261571,162.75644556520083,5.57335605007022,,59.61047991080263,-8.096999853849411,7.492643210181494,,,,,,,,1271.178829908371,8.474525532722474,1271.178829908371,8.474525532722474,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Juan Soto","NYY",150,673.7598266601562,530.9400024414062,150.61459350585938,84.29519653320312,26.59149932861328,1.4010000228881836,38.326900482177734,116.3302993774414,103.23719787597656,130.50729370117188,9.432600021362305,108.78959655761719,4.042600154876709,4.9008002281188965,3.3691000938415527,,11.424300193786621,4.553800106048584,0.2836753546790458,0.1937000226743997,0.1614664339619206,1.199630275603169,0.4253705918650523,0.5555972347748646,0.41404595027779695,0.9809678266399169,0.27192188009581875,3.9597701237063005,0.28886203254457293,-1.090999960899353,-1.250748093012198,135.6276037093824,53.53389016134024,169.08860512269638,-2.3417480539115507,,53.43383451599923,-10.28300029039383,6.591780122515432,,,,,,,,1170.480845546722,7.803205636978148,1170.480845546722,7.803205636978148,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Aaron Judge","NYY",150,669.664794921875,554.5750122070312,149.59930419921875,80.02400207519531,23.013999938964844,0.6204000115394592,45.94089889526367,110.28970336914062,113.61309814453125,102.99440002441406,12.053999900817871,178.90589904785156,4.687699794769287,4.956699848175049,2.4509999752044678,,8.20829963684082,3.0360000133514404,0.2697548589574228,0.15379993215326435,0.26715739039070024,0.5756903521491283,0.38560563261666736,0.5620101712271962,0.3952933411288711,0.9476158038438636,0.2922553122697734,3.4885139788614667,0.30971938361475804,0.06700000166893005,-0.9931901546558881,124.37382592877375,42.77906816466285,156.09076067366493,-0.9261901529869581,,44.08094568158242,-5.346000075340271,6.137527160949976,,,,,,,,1115.4436895430088,7.436291263620058,1115.4436895430088,7.436291263620058,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Mookie Betts","LAD",150,694.8516845703125,593.6832885742188,166.63450622558594,95.06749725341797,36.135501861572266,1.5748000144958496,33.8567008972168,116.02519989013672,90.36669921875,81.15869903564453,2.0845999717712402,109.17839813232422,9.033100128173828,4.3343000411987305,6.642300128936768,,14.178000450134277,3.8373000621795654,0.2806791254403892,0.11680003206127657,0.15712475130550882,0.7433585803052376,0.37318047377724695,0.517935590451569,0.3800375647211342,0.891116064228816,0.2372564650111798,4.796214874239882,0.291830583302718,1.187999963760376,-0.19542365111543147,120.24790443805756,35.584270759788126,140.53242701622764,0.9925763126449445,,35.88355744834617,1.003999948501587,6.0335139079282385,,,,,,,,1058.261408376694,7.055076055844626,1058.261408376694,7.055076055844626,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Julio Rodríguez","SEA",150,676.7803955078125,606.5538940429688,171.38580322265625,100.9175033569336,34.56290054321289,2.5894999504089355,33.315799713134766,102.94650268554688,95.31990051269531,51.570701599121094,5.4141998291015625,153.57940673828125,9.474900245666504,4.7596001625061035,4.421299934387207,,31.491100311279297,10.892600059509277,0.28255659539218975,0.07620005239724144,0.2269265004685089,0.3357917750457527,0.34569533815017855,0.5128563285179214,0.3626705946275594,0.8585516666680999,0.23029973312573165,6.020821405844795,0.32531586760825454,1.5299999713897705,0.4944641674379171,107.35912516322897,24.89737288102715,138.95991967690873,2.0244641388276876,,33.6180121732839,1.1740000247955322,5.768520702747566,,,,,,,,993.8382985591886,6.625588657061257,993.8382985591886,6.625588657061257,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Yordan Alvarez","HOU",140.94000244140625,628.9482421875,530.5255737304688,158.56629943847656,84.43419647216797,32.71760177612305,2.1893999576568604,39.225101470947266,107.31819915771484,108.14630126953125,81.07140350341797,6.2895002365112305,124.51439666748047,10.063199996948242,4.584000110626221,2.7039999961853027,,1.3825000524520874,0.6123999953269958,0.2988853078721432,0.12889996038696175,0.197972405860323,0.6511006411565535,0.3987277039426951,0.5906180989125394,0.41390410444749115,0.9893458028552344,0.2917327910403962,3.3161185785516807,0.321353834828303,-0.3709999918937683,-1.2862985094543231,126.53295593719089,49.899273150507405,168.42946600425142,-1.6572985013480914,,49.91193032088784,-13.580000426620245,5.759582777814754,,,,,,,,1107.8381224751472,7.860352655632418,1107.8381224751472,7.860352655632418,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Adley Rutschman","BAL",137.41000366210938,618.9067993164062,523.8870239257812,142.4429931640625,90.62699890136719,31.058799743652344,1.2910000085830688,19.466100692749023,87.33370208740234,70.80909729003906,81.63379669189453,3.713399887084961,96.91909790039062,4.951300144195557,4.381499767303467,4.053299903869629,,3.1870999336242676,1.3854999542236328,0.271896394945339,0.1318999836196024,0.15659724211697063,0.8422880367272332,0.372492057220122,0.44758123503100183,0.3558404654242059,0.8200732922511238,0.17568484008566282,3.193195714995783,0.2985721561839695,0.7799999713897705,-1.2841980144107523,94.66779097146042,19.257599556702235,129.54141597605465,-0.5041980430209818,,21.403116316262256,6.486000195145607,5.700449708926375,,,,,,,,816.135684120655,5.939419710136456,816.135684120655,5.939419710136456,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Fernando Tatis Jr.","SDP",150,679.744140625,601.1710205078125,167.33349609375,94.65630340576172,34.51179885864258,1.4601000547409058,36.705299377441406,106.54309844970703,99.0448989868164,63.827999114990234,0.6797000169754028,145.5435028076172,5.438000202178955,4.7870001792907715,4.520199775695801,,26.531099319458008,8.014599800109863,0.2783459122038226,0.09390003576390187,0.21411512672076177,0.43854928515331654,0.3504014792148865,0.5237800693237894,0.37092721293404357,0.8741815485386759,0.2454341571199668,5.310214827848229,0.30829680123109765,1.4479999542236328,0.665628906681369,112.49038620366146,29.667518828139425,137.6110404347473,2.113628860905002,,33.785905205799914,-1.501999855041504,5.523242661909273,,,,,,,,1025.0993659853937,6.833995773235958,1025.0993659853937,6.833995773235958,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"José Ramírez","CLE",150,664.3106079101562,580.0487060546875,163.69000244140625,95.60350036621094,36.44329833984375,4.033299922943115,27.609899520874023,93.6604995727539,97.47119903564453,72.74199676513672,17.936399459838867,82.30889892578125,5.314499855041504,5.058000087738037,1.1474000215530396,,23.236900329589844,6.784900188446045,0.28220044408817874,0.10949997771972145,0.1239012262422174,0.8837683132018191,0.3645354537985785,0.5017330301065879,0.36166923605168594,0.8662684839051664,0.21953258601840914,5.62570097019639,0.28637114016725956,1.3819999694824219,0.5837531692102753,104.82855324613915,23.886172007653872,132.84228830223915,1.9657531386926972,,28.10765469680093,1.5180000066757202,5.2109822653202,,,,,,,,984.1456178188324,6.560970785458883,984.1456178188324,6.560970785458883,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corey Seager","TEX",132.83999633789062,600.5894775390625,528.36181640625,154.96910095214844,90.55660247802734,33.71760177612305,0.8830000162124634,29.811899185180664,93.95860290527344,87.98300170898438,58.19710159301758,7.207099914550781,97.27140045166016,6.005899906158447,4.304200172424316,3.720400094985962,,2.958899974822998,1.2085000276565552,0.29330109811151617,0.0968999687298591,0.16195988123240737,0.5982961211907206,0.367203014083632,0.5297286710143929,0.3778975473482193,0.8969316850980249,0.23642757290287675,3.0770141223378253,0.3085861318516616,-0.4320000112056732,-1.0552116087581014,102.86788658556593,29.68955422125104,144.31451220095974,-1.4872116199637746,,30.402916965768593,0.9149999618530273,5.163257962682498,,,,,,,,917.3582608819008,6.905738378285682,917.3582608819008,6.905738378285682,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Gunnar Henderson","BAL",150,655.9869995117188,576.8699951171875,150.63589477539062,87.05989837646484,29.647199630737305,5.881400108337402,28.047399520874023,87.92070007324219,91.71730041503906,66.97630310058594,0.656000018119812,156.04330444335938,5.247900009155273,4.909200191497803,1.9837000370025635,,10.977499961853027,4.397200107574463,0.26112624343512597,0.10210004641927276,0.23787560509508507,0.4292161290707414,0.3407629049391386,0.478770084046999,0.3506662660453551,0.8195329889861376,0.21764384061187303,5.323051882624443,0.3082525592834881,1.2790000438690186,-0.8827107248883144,97.52066076467152,17.5924627655382,125.95506497068376,0.3962893189807042,,20.797217696508863,8.251000046730042,5.125124857141206,,,,,,,,875.0551296234132,5.833700864156088,875.0551296234132,5.833700864156088,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Rafael Devers","BOS",150,672.1371459960938,592.1723022460938,169.00970458984375,94.36029815673828,38.082000732421875,1.0365999937057495,35.53070068359375,103.60679626464844,102.81629943847656,63.516998291015625,9.409899711608887,128.26449584960938,8.065600395202637,4.773600101470947,3.608599901199341,,4.813000202178955,2.2441999912261963,0.2854062980466909,0.09450005652772651,0.19083083952981644,0.4952032740649412,0.35988339001855674,0.5332179521727322,0.37471787562582043,0.8931013421912889,0.24781165412604128,3.532976293831187,0.3081583433075509,0.32899999618530273,-1.190733581097728,113.34750792689668,31.451508573652735,136.42880042291517,-0.8617335849124252,,28.476593513518246,-1.819000005722046,4.941602814904692,,,,,,,,1022.2257884383199,6.814838589588799,1022.2257884383199,6.814838589588799,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Kyle Tucker","HOU",150,651.8464965820312,570.7833862304688,162.93569946289062,92.8135986328125,33.884498596191406,3.3873000144958496,32.85029983520508,99.05680084228516,106.22709655761719,71.63790130615234,6.518499851226807,97.8322982788086,3.259200096130371,4.98390007019043,1.1820000410079956,,25.31410026550293,6.648099899291992,0.285459779302513,0.1098999560199939,0.1500848724228695,0.7322520534271226,0.3655230028875576,0.5293526449760819,0.37706983414107176,0.8948756478636395,0.24389286567356894,5.6115197214541706,0.2922711184643909,1.0299999713897705,1.0147973013870193,111.19900446000815,31.775302644833342,142.8988258658983,2.0447972727767896,,35.55085402589337,-8.205000162124634,4.941303329720061,,,,,,,,1022.1954202175142,6.814636134783428,1022.1954202175142,6.814636134783428,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Bobby Witt Jr.","KCR",150,676.8419799804688,618.8729858398438,172.16000366210938,101.75360107421875,32.307498931884766,7.635499954223633,30.46339988708496,101.73419952392578,93.87960052490234,42.84410095214844,1.353700041770935,116.84320068359375,6.091599941253662,4.79449987411499,4.238800048828125,,42.31869888305664,14.48490047454834,0.27818309669548597,0.06330000534745904,0.17262995520308216,0.3666803091792083,0.3287164095530496,0.5027343339712602,0.3520458149186098,0.8314507435243098,0.22455123727577425,7.559153862036549,0.2974564205295841,1.718999981880188,1.1993321790492322,101.3964869266556,18.92723093488667,121.91058555926395,2.9183321609294204,,20.68777659728636,5.242000102996826,4.8850099322036815,,,,,,,,955.4479994773862,6.369653329849242,955.4479994773862,6.369653329849242,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Corbin Carroll","ARI",150,679.2388916015625,593.7938232421875,161.8282928466797,95.96440124511719,31.747299194335938,8.375699996948242,25.74090003967285,103.96410369873047,83.31330108642578,64.32389831542969,1.3585000038146973,138.5321044921875,11.547100067138672,4.515500068664551,5.058599948883057,,41.606201171875,11.462900161743164,0.27253279928557905,0.09469996360744565,0.2039519618282541,0.4643248476677637,0.3525752437154943,0.4842584892737152,0.35835163907704914,0.8368337329892095,0.21172568998813612,7.8085696662939394,0.31353918305694045,1.9490000009536743,2.169456300886223,105.3127502814471,22.551444558845375,124.52121806020094,4.118456301839897,,24.752438043271113,-1.4159998893737793,4.6293110590836655,,,,,,,,968.7863916397094,6.458575944264729,968.7863916397094,6.458575944264729,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Marcus Semien","TEX",150,694.761962890625,617.1658935546875,163.5251007080078,99.62000274658203,32.992698669433594,3.2822000980377197,27.630300521850586,102.3292007446289,80.09359741210938,61.83380126953125,0.6948000192642212,113.62020111083984,4.86329984664917,4.3592000007629395,6.539599895477295,,15.979000091552734,4.745999813079834,0.26496133764967644,0.08899998067289937,0.163538315537759,0.5442148549729335,0.3345172585345542,0.46336520772372275,0.34261040548967153,0.797882466258277,0.1984038700740463,5.389373933879032,0.2829522995212132,1.2089999914169312,-0.08352257521074624,98.63678580095707,13.984084187170941,119.85622070211619,1.125477416206185,,17.655186230732337,4.61299991607666,4.580762765475651,,,,,,,,889.8494660615919,5.9323297737439455,889.8494660615919,5.9323297737439455,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Matt Olson","ATL",150,652.666748046875,553.3634033203125,148.55360412597656,79.19989776611328,27.160400390625,1.6126999855041504,40.58060073852539,102.80680084228516,112.10230255126953,87.32679748535156,6.526700019836426,147.91400146484375,5.874000072479248,4.532700061798096,1.5698000192642212,,1.2345999479293823,0.5494999885559082,0.268455780115959,0.13379997946376102,0.22663020891976016,0.5903889869824624,0.37130325967579336,0.5433702331123061,0.38479745557377176,0.9146734927880995,0.27491445299634715,2.878922204894996,0.29229172876372944,0.17000000178813934,-1.2630915273793002,115.52763450149908,36.003989819255395,142.75648137480908,-1.0930915255911609,,33.47790533875117,-10.638000011444092,4.489732566578334,,,,,,,,1028.3615103840827,6.8557434025605515,1028.3615103840827,6.8557434025605515,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Alex Bregman","HOU",150,654.9256591796875,557.8214721679688,148.8321990966797,92.04810333251953,30.82040023803711,2.3397998809814453,23.623899459838867,90.14350128173828,89.86180114746094,82.4551010131836,1.3099000453948975,83.11540222167969,8.513999938964844,4.554500102996826,1.5805000066757202,,2.7511000633239746,1.2187999486923218,0.2668097348749314,0.1258999397221066,0.12690814759920085,0.9920556095399143,0.3670362108431132,0.457501035768748,0.35770283065378217,0.8245372466118612,0.19069130089381658,3.260608201963909,0.27479855709344386,-1.093999981880188,-1.364285920092351,101.19020034582793,21.391320489075785,129.47513123372715,-2.458285901972539,,20.671964352299437,0.6959998607635498,4.3556635923773195,,,,,,,,875.141270828247,5.83427513885498,875.141270828247,5.83427513885498,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Yandy Díaz","TBR",145.8000030517578,672.4603271484375,572.2843017578125,168.802001953125,112.29830169677734,34.434600830078125,0.7027000188827515,21.36639976501465,99.5989990234375,72.43679809570312,82.37640380859375,0.6725000143051147,99.40579986572266,7.39709997177124,4.255499839782715,6.14709997177124,,3.58870005607605,1.409500002861023,0.2949617898562611,0.122500020421889,0.14782403638182215,0.8286881039121237,0.3880689514174047,0.46959387431768174,0.37270380454764185,0.8576628257350865,0.17463208446142064,3.030909599225229,0.32348855327112835,-1.6139999628067017,-1.428985528689901,112.27718671481401,30.34180961909444,143.11730681223403,-3.0429854914966024,,31.698699009217165,-11.334999561309814,4.315089328670335,,,,,,,,949.909240925312,6.515152407699896,949.909240925312,6.515152407699896,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Michael Harris II","ATL",145.8000030517578,584.3580932617188,536.7852172851562,155.68040466308594,96.07869720458984,33.76620101928711,2.85260009765625,22.982900619506836,80.36720275878906,82.918701171875,33.83430099487305,1.1686999797821045,112.77860260009766,6.4278998374938965,4.194799900054932,3.115799903869629,,21.848100662231445,6.63700008392334,0.29002364381503426,0.057899944203766755,0.1929957057163356,0.3000063860947657,0.3371100711915718,0.49200405210462816,0.3529278983149394,0.8291141232962,0.2019804082895939,5.70921746953357,0.32747147395847254,0.9700000286102295,0.5267696919781422,87.96972710365972,16.769094445718927,121.39163452968016,1.4967697205883717,,16.982849468076754,6.226000070571899,4.294992635660223,,,,,,,,808.9605116844176,5.548425889931177,808.9605116844176,5.548425889931177,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"William Contreras","MIL",135.0800018310547,600.6593627929688,527.1619873046875,143.69749450683594,90.20919799804688,29.254100799560547,1.2898999452590942,22.944400787353516,81.68609619140625,75.8406982421875,60.24610137939453,1.8020000457763672,132.68670654296875,5.405900001525879,4.344099998474121,3.501199960708618,,4.3358001708984375,1.7969000339508057,0.27258698079036964,0.10029994554527531,0.22090175357626501,0.4540477561697913,0.35057633791595466,0.4635476541693856,0.3503796074033405,0.8141239920853403,0.19096067337901595,3.4170017304616955,0.3212586635274527,-0.8289999961853027,-1.078317180206739,89.1525166998061,15.965669224039933,120.89234804634195,-1.9073171763920418,,13.63923042979686,0.6909997463226318,4.264386603359512,,,,,,,,785.5733757138252,5.8156156726763015,785.5733757138252,5.8156156726763015,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
